Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,churn_label
XFHM96637861204597,2024-07-13 10:53:27,1,199.99,199.99,35,75147.81,13639.04,191,1
XFJF76074146440261,2023-07-25 02:10:23,1,4669.21,4669.21,46,92217.51,1893.04,545,1
XFNS70727908733381,2023-05-26 00:45:18,1,2327.36,2327.36,37,119893.35,17957.89,605,1
XFOZ78340793281816,2023-08-17 03:26:17,1,1166.95,1166.95,51,144512.48,3185.57,522,1
XFWC25953532412666,2024-09-14 16:43:12,1,1530.83,1530.83,52,109186.42,8760.82,127,1
XFXY13992858142735,2023-04-10 08:59:46,1,2894.88,2894.88,70,138618.36,2087.4,651,1
XFZP92904699811721,2023-08-29 13:56:55,1,4120.1,4120.1,36,124762.45,17983.13,509,1
XGCT52646744563225,2024-12-01 13:05:44,1,677.51,677.51,21,148557.53,8980.34,49,0
XGEM47414124043968,2024-05-04 19:42:00,1,4765.32,4765.32,66,41893.1,7445.3,260,1
XGGS17232882392754,2023-07-24 10:07:08,1,3776.76,3776.76,49,138729.59,14609.99,546,1
XGIM86207539191938,2024-06-03 22:18:48,1,2972.18,2972.18,31,21273.8512,17744.45,230,1
XGMQ12541452878475,2024-02-12 13:08:36,1,2946.81,2946.81,46,51018.72,17084.47,342,1
XGTL41491611128425,2024-03-11 15:56:54,1,2792.31,2792.31,29,134864.72,14976.77,314,1
XGUA38856811939781,2023-10-27 01:36:05,1,913.29,913.29,66,122676.4,9939.46,451,1
XGXD74271832240239,2024-05-27 10:06:20,1,4708.33,4708.33,31,97641.48,18345.4,238,1
XHDL38348995312008,2024-05-14 21:51:16,1,2871.69,2871.69,53,36201.15,14130.17,250,1
XHEJ36792415712763,2023-12-05 23:18:52,1,4958.134399999999,4958.134399999999,19,128048.5,404.7,411,1
XHGC34241471897621,2023-10-04 00:42:01,1,1145.88,1145.88,22,79418.08,13231.93,474,1
XHHU23814331616697,2024-11-08 13:39:52,1,301.49,301.49,59,82706.22,2703.69,72,0
XHIK01541776578661,2023-12-17 15:45:16,1,3489.64,3489.64,32,130955.27,3362.78,399,1
XHKG13184560599342,2023-09-14 02:21:28,1,722.17,722.17,55,133015.41,6341.47,494,1
XHLF79187506776106,2023-02-23 23:13:59,1,4919.3,4919.3,36,125623.66,7333.42,696,1
XHME21173277264883,2024-05-30 16:04:50,1,2693.17,2693.17,60,47931.45,14173.2,234,1
XHMY26890472386410,2024-01-18 09:11:31,1,3500.17,3500.17,44,48751.03,6595.03,368,1
XHOS84409712316600,2024-11-13 05:58:34,1,1075.11,1075.11,33,108934.91,4077.43,68,0
XHRJ53198074682354,2024-10-08 06:37:38,1,1223.7,1223.7,63,139356.14,11134.0,104,1
XHSF11436785873346,2024-11-13 10:18:45,1,1003.51,1003.51,62,143086.19,14358.44,68,0
XHSI88340390607718,2023-04-16 04:11:33,1,4240.49,4240.49,68,41605.43,311.13,645,1
XHSK94357845907312,2024-02-21 18:48:08,1,3335.44,3335.44,60,73789.81,16076.32,333,1
XHWD25497075149767,2023-08-21 22:24:44,1,1159.69,1159.69,64,110376.34,13779.7,517,1
XHYX45923258024557,2024-12-25 23:37:51,1,127.69,127.69,45,26467.82,13181.2,25,0
XIAY26101585263231,2024-05-25 16:41:21,1,1967.52,1967.52,53,92294.79,15298.95,239,1
XICF70493862044851,2023-06-27 16:09:52,1,1119.94,1119.94,60,108801.45,16057.64,572,1
XICU32459123141421,2024-01-12 06:19:35,1,585.76,585.76,59,143111.77,14898.75,374,1
XIEY66331614082310,2023-05-22 05:02:55,1,1495.32,1495.32,47,49952.49,11248.7,609,1
XIGI64582954637333,2023-04-06 08:42:17,1,4958.134399999999,4958.134399999999,58,70249.17,10017.55,655,1
XIKG88322197402823,2024-05-08 13:26:25,1,4581.23,4581.23,31,103370.61,19465.79,256,1
XJCA25471798994885,2024-05-28 13:37:23,1,4354.84,4354.84,33,35473.51,5169.02,236,1
XJJT40581519394278,2024-08-12 09:26:09,1,3270.41,3270.41,39,91481.69,6834.53,161,1
XJLY05810580108867,2023-09-27 06:33:56,1,2356.79,2356.79,50,59904.03,8697.19,481,1
XJNY61999710818632,2024-03-29 15:47:26,1,2722.91,2722.91,19,48305.88,11126.18,296,1
XJOF50583334303115,2024-05-12 10:03:29,1,1905.0,1905.0,31,145908.94,12988.55,253,1
XJVO61927812079624,2023-06-06 17:18:15,1,2327.96,2327.96,46,89294.04,8320.08,593,1
XJVY20661549808513,2023-11-07 14:47:20,1,1563.23,1563.23,68,137612.34,3477.98,439,1
XJXH59730980657273,2024-12-02 17:27:19,1,404.8,404.8,59,73044.46,10645.03,48,0
XJYJ72787924477174,2024-02-08 22:28:30,1,2383.93,2383.93,18,56471.42,7589.81,346,1
XKAO83123315349762,2024-09-15 09:25:16,1,2615.2,2615.2,67,60821.74,16163.55,127,1
XKEL76150335984808,2023-08-22 20:37:38,1,4109.32,4109.32,28,21273.8512,1780.75,516,1
XKLB21306090691309,2025-01-16 05:07:32,1,2699.2,2699.2,33,91410.79,4201.09,4,0
XKNG31857481700666,2023-10-03 23:30:23,1,165.34,165.34,50,53513.36,14807.61,474,1
XKOM92778943191009,2023-09-05 11:51:09,1,358.93,358.93,53,59580.9,19335.01,503,1
XKPM49478979269116,2024-10-09 07:50:24,1,3884.98,3884.98,47,37880.9,10728.78,103,1
XKQJ56731370017493,2023-09-13 21:41:04,1,2796.46,2796.46,43,136875.56,834.97,494,1
XKSL58594219379313,2023-09-25 22:09:25,1,3143.14,3143.14,54,63637.66,17379.21,482,1
XKSM47033642453206,2024-04-25 00:57:11,1,926.34,926.34,55,131212.77,4828.28,270,1
XKWA97934421291465,2024-04-09 22:25:20,1,3995.31,3995.31,51,25867.22,1360.77,285,1
XLAP86796999938191,2023-10-21 05:00:04,1,378.06,378.06,40,145648.78,8125.4,457,1
XLGI17607987679936,2024-06-15 18:45:49,1,3327.89,3327.89,37,53087.02,258.1616,218,1
XLLP63295166215674,2024-04-16 04:43:10,1,3383.1,3383.1,34,85603.33,4181.53,279,1
XLPD98872307557861,2023-05-11 07:24:12,1,654.68,654.68,52,134246.6,19740.11,620,1
XLWE56599508914233,2024-02-04 01:50:56,1,2521.67,2521.67,52,125783.98,18941.56,351,1
XMBD88304154474733,2024-07-03 15:07:43,1,508.98,508.98,57,70055.48,12816.32,200,1
XMKC18158374661447,2023-06-25 04:47:31,1,2568.62,2568.62,38,112487.11,3218.97,575,1
XMLN19789681266699,2024-11-11 02:42:27,1,3586.1,3586.1,36,34564.79,9699.28,70,0
XMMX03235841802955,2025-01-01 02:36:13,1,889.84,889.84,63,30659.68,15959.55,19,0
XMQQ14499080358624,2024-12-18 16:28:32,1,1424.31,1424.31,25,67048.55,4338.52,32,0
XMUM60588095924398,2023-08-06 07:55:17,1,2290.57,2290.57,33,55117.51,9527.99,533,1
XMVT92051034159492,2023-12-22 10:21:38,1,3170.14,3170.14,68,60298.0,1578.74,395,1
XNBS08581810450243,2024-09-16 13:29:11,1,4402.2,4402.2,37,28915.39,15043.04,125,1
XNGY29403804374126,2024-04-17 23:31:46,1,136.18,136.18,28,34471.49,16144.15,277,1
XNJX47133418129168,2024-01-31 06:42:13,1,3813.43,3813.43,62,122574.42,14094.33,355,1
XNKC90348308241301,2023-10-02 15:00:47,1,4663.96,4663.96,37,132145.76,15791.36,475,1
XNKD33861367461616,2024-11-05 06:46:29,1,1692.09,1692.09,46,131553.97,12850.36,76,0
XNKV55605923389251,2023-05-21 19:27:25,1,697.19,697.19,65,44722.67,266.92,609,1
XNRX70172151847440,2024-09-11 00:59:44,1,2326.18,2326.18,30,34360.19,4329.89,131,1
XNXV12614993631962,2023-08-17 20:50:58,1,1558.33,1558.33,63,124570.02,19781.6228,521,1
XOJQ14443944692662,2023-11-04 00:31:10,1,923.43,923.43,38,29798.92,10823.0,443,1
XOJT12187906506147,2024-04-10 10:23:32,1,4142.31,4142.31,25,120566.7,14859.42,285,1
XONW59486378785597,2023-04-22 14:16:19,1,2296.95,2296.95,35,77308.68,15908.11,638,1
XORB88557634162531,2024-12-11 19:25:16,1,2213.84,2213.84,54,89441.25,10550.56,39,0
XOSJ20722395672176,2024-04-17 21:11:25,1,373.38,373.38,50,45987.39,18388.44,277,1
XOUR61690085347550,2023-05-22 22:57:35,1,1103.71,1103.71,24,55195.3,14780.76,608,1
XOXY73380041432694,2023-04-22 16:20:17,1,2675.5,2675.5,66,69392.53,16971.81,638,1
XOYC10648023258699,2023-07-17 14:47:10,1,2818.03,2818.03,54,101847.97,17152.91,552,1
XOZI03767687404207,2024-08-15 23:57:57,1,3709.88,3709.88,36,102313.49,12985.75,157,1
XPEQ27695887089426,2025-01-10 03:47:39,1,2788.65,2788.65,23,107187.08,13449.43,10,0
XPFM04490925228039,2023-02-20 16:15:08,1,1706.87,1706.87,63,112546.79,662.36,699,1
XPGT64331612099286,2023-09-06 14:22:27,1,2175.25,2175.25,47,56951.68,8659.79,501,1
XPHJ85030277217931,2023-09-20 14:13:50,1,1345.97,1345.97,27,101368.03,7912.08,487,1
XPPU95268908268154,2023-10-31 06:47:38,1,2348.82,2348.82,24,63395.75,12259.33,447,1
XPSY95342056680735,2023-01-28 17:59:54,1,3274.46,3274.46,47,131800.76,13487.54,722,1
XPUE27818155392588,2024-12-14 04:54:38,1,3559.83,3559.83,32,95093.06,15046.39,37,0
XPXS70673499601054,2025-01-02 07:36:47,1,859.84,859.84,67,135713.81,7491.86,18,0
XPXU76029914068841,2024-11-11 15:58:31,1,4421.25,4421.25,65,106933.24,2210.91,69,0
XQID94785501137535,2024-09-08 09:34:33,1,4705.61,4705.61,27,37519.99,9307.59,134,1
XQLW51270118360637,2023-05-03 01:19:30,1,4193.4,4193.4,70,64006.49,9924.34,628,1
XQMP85547018977950,2023-12-07 05:41:50,1,1571.89,1571.89,51,112390.33,10471.2,410,1
XQPC62833568905810,2025-01-18 00:30:06,1,1074.89,1074.89,19,64592.91,10254.47,2,0
XQVI20927493909811,2023-08-13 13:09:03,1,297.66,297.66,45,112037.66,12309.64,525,1
XQVP17185606714898,2024-06-12 15:33:10,1,352.69,352.69,59,43495.47,12166.73,221,1
XRIC96622913167080,2024-04-16 20:37:22,1,2103.62,2103.62,54,76592.78,6471.61,278,1
XRIT97707060074614,2024-05-11 00:57:15,1,369.5,369.5,57,69986.23,10347.67,254,1
XRTJ41399951769933,2024-03-28 06:26:15,1,2767.69,2767.69,67,114448.6,6851.44,298,1
XRTJ45381180818965,2024-05-02 11:33:57,1,4865.87,4865.87,67,54095.84,16217.83,263,1
XRTX36519565456035,2024-10-18 20:33:55,1,3064.18,3064.18,60,54810.49,8503.57,93,1
XRUY23479931845754,2024-10-12 03:58:38,1,3569.82,3569.82,34,96792.26,12762.18,100,1
XRVS17088807242075,2023-10-06 05:33:56,1,3097.24,3097.24,22,87603.85,13455.75,472,1
XRYT19520984634777,2024-02-06 18:34:25,1,4414.71,4414.71,49,26056.31,5726.72,348,1
XSEF13170195866399,2024-06-23 17:26:40,1,713.66,713.66,18,135367.76,8849.11,210,1
XSIC23280625394185,2024-10-22 06:45:41,1,1014.33,1014.33,33,145245.37,9099.89,90,0
XSKS77216880053789,2023-02-04 00:31:23,1,1160.15,1160.15,31,106041.25,19746.41,716,1
XSUL31647059488753,2023-08-24 10:59:25,1,3486.8,3486.8,52,55622.11,4415.17,515,1
XSXW42234132426289,2024-11-11 21:22:58,1,4803.23,4803.23,37,43736.2,18585.09,69,0
XSYM74697780349316,2024-02-17 08:25:50,1,4536.68,4536.68,56,83394.57,7868.49,338,1
XTCG41781090719571,2024-06-24 12:13:07,1,4958.134399999999,4958.134399999999,29,136970.24,8744.9,210,1
XTCM17102763090157,2024-01-05 16:50:30,1,1771.21,1771.21,54,23304.16,11319.22,380,1
XTEM86017385555505,2023-05-06 20:29:25,1,1012.36,1012.36,48,115048.07,12223.11,624,1
XTFU61382687097777,2023-11-09 10:55:43,1,906.18,906.18,57,96209.84,6473.47,438,1
XTHO07348567584990,2023-04-30 07:26:37,1,4891.28,4891.28,21,93682.12,18851.72,631,1
XTLA94281683625772,2024-02-22 10:56:15,1,3879.28,3879.28,55,137736.51,15714.77,333,1
XTYA53626396385690,2024-06-22 10:04:30,1,3024.84,3024.84,54,105917.33,16346.55,212,1
XUKM56791671279440,2024-09-15 20:27:34,1,2523.03,2523.03,40,90734.39,19264.68,126,1
XUMQ03040054680131,2024-10-21 22:58:53,1,570.49,570.49,34,55979.55,4393.44,90,0
XUOA45330434948159,2023-10-11 14:18:06,1,3215.49,3215.49,59,86745.43,14872.64,466,1
XURH54346858639061,2024-12-23 05:29:20,1,3735.1,3735.1,61,21273.8512,9334.69,28,0
XUTS31914009981297,2023-09-13 19:36:10,1,4360.54,4360.54,47,125361.57,16050.78,494,1
XUUL35818985791721,2023-09-16 06:04:39,1,602.65,602.65,66,55339.09,1040.58,492,1
XUVM76517277532912,2024-11-23 08:29:22,1,728.52,728.52,63,146377.98,3671.3,58,0
XUXA20304232277521,2025-01-20 06:23:14,1,2040.96,2040.96,45,65509.03,7806.13,0,0
XUZD68154660241613,2024-05-24 11:09:59,1,4786.28,4786.28,31,65578.6,18154.67,241,1
XVAQ93725956168983,2023-04-03 21:20:24,1,792.7,792.7,66,100951.45,2201.62,657,1
XVCY53209283534249,2023-02-25 11:08:23,1,404.92,404.92,47,21638.92,17269.9,695,1
XVCY53300270275076,2024-06-08 18:45:40,1,2328.15,2328.15,26,141431.2,17427.59,225,1
XVJA33045441061664,2024-06-03 11:40:44,1,3137.95,3137.95,22,54001.31,18036.59,231,1
XVNP33229124895587,2024-01-21 19:31:53,1,1812.33,1812.33,30,118062.21,19681.98,364,1
XVOX02073970163162,2024-04-21 10:49:44,1,660.04,660.04,53,118819.16,16944.87,274,1
XVPJ87700788125325,2023-07-26 03:44:55,1,4007.29,4007.29,49,104210.68,17262.46,544,1
XVSV41951307455290,2024-08-22 21:35:42,1,1623.74,1623.74,32,140682.33,10810.72,150,1
XVXJ75091783563640,2023-06-30 04:44:14,1,2865.52,2865.52,53,110541.53,5224.15,570,1
XWCC86682726340188,2023-02-01 22:29:23,1,3908.19,3908.19,22,106484.54,10357.36,718,1
XWER94806335186264,2024-10-17 10:34:31,1,4928.21,4928.21,50,74546.71,15751.74,95,1
XWGD72366704171038,2023-06-16 23:56:01,1,659.59,659.59,62,55594.87,7876.54,583,1
XWGU48002264259720,2023-06-28 05:00:49,1,4367.03,4367.03,27,133937.68,15245.41,572,1
XWLV85537304376318,2023-05-02 00:26:57,1,883.06,883.06,67,50096.77,15339.23,629,1
XWMR34511610651513,2023-11-29 15:18:26,1,2978.18,2978.18,30,121362.77,9362.81,417,1
XWQB30249230083341,2023-08-17 03:50:48,1,3762.41,3762.41,59,123984.58,3230.22,522,1
XWRM47401925531755,2024-10-05 03:57:02,1,1721.98,1721.98,68,45083.68,8182.14,107,1
XWTB87929686367763,2024-04-11 13:44:59,1,3828.54,3828.54,19,36210.8,8659.95,283,1
XWTO86804288789259,2024-01-06 20:19:28,1,757.67,757.67,44,102317.51,17296.28,379,1
XWUY01754541648792,2024-05-15 02:51:41,1,1079.59,1079.59,29,46309.99,18266.91,250,1
XXCT91773766062593,2024-11-15 20:35:40,1,1392.85,1392.85,26,89984.84,13229.21,65,0
XXGZ44486722883904,2023-03-17 06:19:48,1,2350.11,2350.11,29,129094.33,4494.89,675,1
XXLM33389234952457,2024-08-03 11:26:34,1,1735.09,1735.09,41,63730.7,11881.85,170,1
XXSQ12657422319646,2023-06-16 06:00:01,1,1487.06,1487.06,55,76248.47,16284.5,584,1
XXTH34500419511303,2023-10-15 23:15:54,1,2219.94,2219.94,60,114310.77,13396.19,462,1
XXVU16658136622208,2024-12-27 12:30:17,1,1868.64,1868.64,51,37363.63,1087.58,23,0
XXYH69832407281959,2024-02-09 10:37:05,1,1848.51,1848.51,58,69083.77,15353.88,346,1
XYAM53323969118664,2024-05-01 00:04:43,1,4699.06,4699.06,22,84521.13,8839.93,264,1
XYAR87548029335838,2023-03-25 10:22:37,1,3814.22,3814.22,44,41454.3,18246.96,667,1
XYCM78116786290251,2025-01-11 18:58:16,1,4945.51,4945.51,58,116426.36,1557.15,8,0
XYDY09792936258404,2023-02-08 02:50:50,1,737.89,737.89,40,146937.31,19413.41,712,1
XYEZ88156596040287,2023-02-18 00:09:56,1,1311.76,1311.76,67,132124.61,15076.92,702,1
XYJX16749748995839,2023-12-11 03:02:35,1,4657.74,4657.74,58,73990.93,16707.17,406,1
XYKB23137447156503,2023-04-10 05:43:04,1,1807.19,1807.19,69,85520.48,5221.92,651,1
XYOX06693548910211,2023-12-21 19:31:32,1,51.378,51.378,50,35661.14,17670.26,395,1
XYPT58607250933302,2024-05-18 05:25:20,1,1114.35,1114.35,22,110586.28,4741.02,247,1
XYQD62315394281158,2023-08-05 06:39:44,1,1552.98,1552.98,66,27740.78,1971.55,534,1
XYRS89112814714384,2023-02-01 05:31:06,1,1579.2,1579.2,47,93827.21,3757.31,719,1
XYTA78611407670347,2024-02-29 22:50:45,1,2061.62,2061.62,48,96914.21,1042.69,325,1
XYTD81498350265287,2023-03-08 21:17:15,1,360.86,360.86,66,42770.26,1101.22,683,1
XYTK21866782396756,2024-03-02 16:55:19,1,4806.39,4806.39,19,64609.18,12446.53,323,1
XYUA66057965273983,2024-05-06 02:29:21,1,4344.5,4344.5,66,109525.27,18113.29,259,1
XYUK35365974669861,2024-05-08 20:27:29,1,1762.04,1762.04,42,119854.76,16380.31,256,1
XZBS06053088684302,2024-07-12 17:57:45,1,392.03,392.03,39,97931.12,13696.5,191,1
XZBS88025352348471,2023-06-18 17:36:13,1,4070.51,4070.51,47,99686.24,600.25,581,1
XZDJ37722285569314,2023-10-24 07:44:51,1,4007.3,4007.3,39,83747.86,11226.33,454,1
XZIA01788224731261,2024-04-08 10:46:07,1,2285.03,2285.03,51,146124.23,10877.13,287,1
XZLD83163325336305,2023-09-16 19:34:03,1,3540.96,3540.96,30,95540.52,8340.34,491,1
XZMQ98258173868165,2024-03-28 01:10:56,1,2084.2,2084.2,37,32363.42,18898.68,298,1
XZUV38307755821262,2024-04-30 06:20:57,1,479.95,479.95,33,134125.67,1450.26,265,1
XZYY41895081648773,2023-03-11 06:23:32,1,3356.0,3356.0,49,92835.18,19781.6228,681,1
YAIL24205267388907,2023-04-12 15:23:06,1,3881.2,3881.2,43,45330.16,15117.92,648,1
YALM94211874900449,2024-04-14 15:50:09,1,990.64,990.64,54,56700.18,10047.52,280,1
YANP23827814696767,2023-11-11 22:08:35,1,4753.88,4753.88,53,85053.13,12580.85,435,1
YBGF26073478432674,2024-08-16 18:49:12,1,3835.38,3835.38,21,65632.44,451.46,156,1
YBHK62706105009171,2024-11-12 22:14:12,1,2571.67,2571.67,69,46154.71,7461.09,68,0
YBHN30569562509694,2024-04-28 21:00:29,1,237.58,237.58,42,132455.07,15737.54,266,1
YBJN41978575851268,2024-09-19 23:38:00,1,51.378,51.378,66,101316.73,17992.35,122,1
YBKV00493326724469,2023-01-28 02:55:22,1,1042.9,1042.9,50,24267.25,19263.94,723,1
YBXE97294513560990,2024-03-12 21:54:53,1,1585.08,1585.08,44,114176.31,18512.14,313,1
YCJN89896327754055,2023-02-04 04:26:40,1,2364.9,2364.9,39,88993.83,9406.51,716,1
YCKC34650865699638,2024-06-24 17:15:13,1,4036.5,4036.5,49,104058.28,16586.97,209,1
YCMZ34477987331197,2023-11-28 15:22:08,1,899.02,899.02,50,96024.1,15363.68,418,1
YCUC39730310519681,2023-03-18 08:58:53,1,4951.87,4951.87,49,145909.52,13055.04,674,1
YCWS18043843097975,2023-12-03 01:58:27,1,2819.73,2819.73,30,61557.33,4463.23,414,1
YDCL58221819517190,2024-01-06 09:15:21,1,159.15,159.15,20,87027.95,6272.58,380,1
YDDV97388182730634,2023-10-09 02:27:00,1,4364.24,4364.24,29,48600.42,7854.71,469,1
YDGO20677309780399,2024-02-10 01:34:11,1,470.06,470.06,46,129649.21,716.79,345,1
YDJO75688637137998,2024-09-17 07:04:12,1,2643.16,2643.16,30,123926.96,8986.08,125,1
YDLB89514631879897,2024-03-24 05:24:25,1,2897.82,2897.82,42,100656.76,14037.66,302,1
YDNE82613624341917,2024-01-26 23:25:18,1,2618.39,2618.39,26,138968.1,643.68,359,1
YDYI29399119686211,2024-06-25 10:40:15,1,1799.51,1799.51,23,136344.04,12744.74,209,1
YEHA72487641261395,2023-05-20 12:06:32,1,881.6,881.6,28,115363.8,8011.02,611,1
YEKU28744029133227,2023-03-04 11:27:00,1,3275.89,3275.89,62,102865.59,6050.07,688,1
YEPB49432740265585,2024-10-05 16:19:10,1,4122.43,4122.43,19,38555.18,18834.02,106,1
YERY29335287897153,2024-10-12 16:59:34,1,3030.67,3030.67,25,82495.5,15201.48,99,1
YETK18779417634250,2023-07-24 00:47:55,1,3251.14,3251.14,32,95405.28,1709.19,546,1
YETX39876674087721,2023-05-18 19:29:13,1,3969.51,3969.51,68,122941.89,13835.82,612,1
YEZQ11018013805206,2023-04-07 12:14:07,1,1580.94,1580.94,38,126250.03,10795.94,654,1
YEZY81447867428021,2023-12-11 21:20:53,1,4506.54,4506.54,53,113317.7,15192.89,405,1
YFAE53423867077604,2024-01-18 16:18:07,1,3190.31,3190.31,26,85786.51,11737.28,367,1
YFGK09688883114963,2023-08-17 06:16:32,1,3031.74,3031.74,62,110890.31,13696.51,522,1
YFJI78390712125798,2024-10-08 11:34:46,1,3895.95,3895.95,45,77394.59,4535.28,104,1
YFJJ83438715154746,2023-09-14 06:27:22,1,2768.35,2768.35,61,75018.85,5623.7,494,1
YFKK03250173654262,2023-02-21 17:22:34,1,3135.61,3135.61,50,126091.77,16426.66,698,1
YFKK73018087258423,2023-09-11 10:23:15,1,2770.24,2770.24,23,64405.74,3724.17,497,1
YFMP28007272081472,2024-06-06 01:10:00,1,51.378,51.378,18,140343.12,5634.2,228,1
YFRM41169277038931,2023-03-17 23:43:59,1,2955.03,2955.03,33,88026.72,4556.29,674,1
YFTV09304376613662,2023-04-08 05:12:32,1,4814.65,4814.65,22,119741.8,10502.46,653,1
YFWE32723442416083,2024-02-16 21:14:59,1,3306.9,3306.9,25,139317.21,12773.11,338,1
YFXI45278430039878,2023-12-25 18:09:09,1,1917.98,1917.98,25,55504.39,3490.1,391,1
YGBS06582283009463,2023-06-14 11:16:00,1,2257.17,2257.17,58,47873.0,6390.3,586,1
YGCN81516491907044,2024-08-26 12:59:57,1,4740.68,4740.68,31,58309.75,10095.82,146,1
YGDI21472380327055,2023-03-11 13:33:07,1,3360.38,3360.38,29,91128.65,15643.01,680,1
YGMS35107385153435,2024-07-28 19:01:19,1,3424.78,3424.78,38,76979.22,10784.0,175,1
YGMZ01941270661853,2023-12-19 10:42:22,1,1236.36,1236.36,48,78077.69,15459.98,398,1
YGNB17147222945319,2024-04-10 18:00:32,1,1283.18,1283.18,43,111866.0,19051.23,284,1
YGRD01897332471525,2023-01-26 15:06:25,1,2413.14,2413.14,32,21273.8512,6831.45,724,1
YGRR18716946756892,2024-12-01 08:47:24,1,1272.62,1272.62,31,148589.88799999998,7042.68,50,0
YGRR56566548620263,2024-10-08 19:12:21,1,2658.62,2658.62,38,84827.19,11819.45,103,1
YGUM30392858674360,2023-08-23 13:50:41,1,1037.84,1037.84,56,72113.19,7433.7,515,1
YGUM51295551005108,2023-01-30 15:53:27,1,2824.64,2824.64,48,73650.76,6501.89,720,1
YHCD91611955309373,2024-02-07 14:55:01,1,1109.11,1109.11,55,142283.09,7937.93,347,1
YHDN49506054113713,2024-04-11 08:57:27,1,83.15,83.15,19,122339.07,1854.53,284,1
YHFM94968436453804,2024-06-01 09:36:02,1,2751.27,2751.27,36,125396.54,3564.88,233,1
YHIF88151473990537,2024-08-19 21:40:12,1,3206.32,3206.32,41,51772.82,15822.34,153,1
YHKE79111108518466,2023-07-11 15:38:16,1,3284.54,3284.54,40,100348.13,284.48,558,1
YHPD21463070095830,2024-07-02 14:20:49,1,3047.21,3047.21,67,108411.33,6440.18,201,1
YHVL84962003230201,2023-08-31 16:47:25,1,2618.11,2618.11,50,147109.19,3106.12,507,1
YHXC99493449916159,2024-09-24 12:10:56,1,2191.19,2191.19,24,46720.12,7656.52,118,1
YHXS65586819004158,2023-03-01 17:56:45,1,3529.15,3529.15,29,146882.32,7346.99,690,1
YIAI28324200954108,2024-11-18 10:07:11,1,2692.34,2692.34,29,93676.24,13081.11,63,0
YIAM02690959405219,2024-01-11 08:38:50,1,3400.16,3400.16,43,52220.06,17187.45,375,1
YICA07941932453810,2024-10-29 14:55:09,1,1111.87,1111.87,52,35071.65,19066.11,82,0
YICN85845369810534,2024-07-01 07:18:43,1,3149.55,3149.55,61,45217.48,5526.78,203,1
YICS19994985117426,2023-12-15 06:54:27,1,682.57,682.57,52,22031.14,10494.71,402,1
YIKW67677619524960,2024-12-04 22:21:11,1,2548.07,2548.07,38,112689.65,11505.06,46,0
YIVA65266426735127,2024-06-25 23:53:05,1,3034.0,3034.0,62,82622.75,4636.66,208,1
YJEL50786887860203,2024-12-04 16:51:15,1,2006.92,2006.92,21,71622.04,17194.33,46,0
YJGV45776613886550,2023-08-18 16:49:19,1,3052.33,3052.33,44,41938.28,12554.5,520,1
YJHE31456518127591,2024-11-23 19:07:21,1,769.31,769.31,54,24909.34,2968.94,57,0
YJJP04986711018770,2023-01-23 01:36:46,1,2165.93,2165.93,31,36145.73,13019.98,728,1
YJLU76825413214607,2024-08-22 18:37:18,1,729.63,729.63,27,118640.15,17089.08,150,1
YJMD87027392467831,2024-10-27 12:57:04,1,2355.33,2355.33,23,121942.85,5047.33,84,0
YJPE09673866751965,2023-05-29 18:54:14,1,4020.53,4020.53,69,26975.05,13707.31,601,1
YJSZ51339660575296,2024-11-03 22:26:12,1,3664.96,3664.96,34,61005.04,19387.22,77,0
YJXN91076432631424,2023-02-12 07:45:18,1,4045.43,4045.43,35,42083.75,5096.81,708,1
YKAU99424145299991,2024-02-28 10:27:11,1,1594.05,1594.05,68,109849.17,10913.57,327,1
YKDH34601842201388,2024-12-23 19:14:16,1,2098.54,2098.54,29,36819.65,18315.6,27,0
YKFY24205964254978,2024-09-27 07:40:46,1,4773.58,4773.58,48,57838.47,18556.86,115,1
YKJO77745925412387,2023-11-20 13:07:51,1,4621.93,4621.93,45,109213.54,5096.3,426,1
YKJV69681579039235,2023-10-16 19:58:34,1,2726.98,2726.98,66,92726.84,17397.16,461,1
YKLP81794632951467,2024-08-13 02:17:03,1,2279.41,2279.41,34,114529.14,2216.96,160,1
YKMQ41727340697541,2024-03-06 19:49:14,1,4227.87,4227.87,59,29495.13,15013.26,319,1
YKMW72785730239484,2024-03-06 10:37:02,1,2227.27,2227.27,48,148589.88799999998,10022.99,320,1
YKNE71370244698459,2023-11-19 01:42:23,1,1099.01,1099.01,56,33106.81,760.0,428,1
YKPZ01363249384571,2024-05-03 00:16:38,1,3894.76,3894.76,49,134197.49,13989.63,262,1
YKQH56399812743922,2023-04-14 08:42:01,1,4240.93,4240.93,38,21273.8512,8783.49,647,1
YKSB40024170364237,2024-06-27 14:22:02,1,3615.28,3615.28,19,106069.66,9768.27,206,1
YKUU29083116867447,2024-03-04 08:11:13,1,799.07,799.07,18,77667.1,10691.93,322,1
YKWM94146735928396,2023-11-02 09:27:58,1,4304.23,4304.23,33,148589.88799999998,11487.51,445,1
YLDJ54626055385558,2024-11-24 08:07:01,1,3315.08,3315.08,57,21273.8512,19607.76,57,0
YLDM35214120224175,2024-03-21 22:43:23,1,3411.24,3411.24,67,21273.8512,6999.66,304,1
YLGO84205555354407,2024-08-17 14:33:01,1,3902.41,3902.41,52,127230.34,4778.91,155,1
