Account_Number,recency_days,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,cat_share_Clothing,cat_share_Education,cat_share_Electronics,cat_share_Entertainment,cat_share_Fitness,cat_share_Food,cat_share_Grocery,cat_share_Healthcare,cat_share_Housing,cat_share_Savings,cat_share_Shopping,cat_share_Transport,cat_share_Travel,cat_share_Utilities
WRXF88291454705433,16,1,3823.87,3823.87,37,109314.95,7022.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRXL18569050965688,375,1,1643.97,1643.97,32,95319.95,14152.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WSAK34975744510159,493,1,2139.48,2139.48,45,92529.84,871.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSEA54888507325791,705,1,899.83,899.83,20,126443.05,16515.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSII72724557699987,544,1,3528.95,3528.95,65,107892.62,647.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WSMN67629602964991,229,1,3144.71,3144.71,45,118672.32,12986.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSOX50669912856859,472,1,3046.12,3046.12,64,48131.88,6965.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSQW23321532823320,115,1,4669.17,4669.17,57,65084.44,12724.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WSTR77999481940681,244,1,275.04,275.04,61,36080.16,16192.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSXF45396042408174,529,1,1042.14,1042.14,69,106635.44,10077.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WTDA96196804505211,310,1,1509.25,1509.25,38,113822.39,13505.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTGX98908553277770,515,1,1897.8,1897.8,50,138347.38,6288.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WTJE50592530955877,654,1,286.94,286.94,61,79848.72,13990.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WTJI26184553758268,14,1,4704.82,4704.82,28,45458.37,17764.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTQA47327224375811,305,1,3713.35,3713.35,56,59475.9,551.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTRO48694155945011,483,1,2213.59,2213.59,70,121230.38,7783.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WTYK31615667859713,537,1,1296.97,1296.97,56,23512.47,19680.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WUAY40941477168289,680,1,4644.58,4644.58,41,31398.34,5192.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WUED46100498359005,571,1,4712.62,4712.62,52,35076.7,13560.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUGQ48515969813221,380,1,3552.53,3552.53,53,90636.51,18805.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUIE53968527682091,84,1,1545.0,1545.0,56,89140.44,15288.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WUMM47951279831242,307,1,1867.4,1867.4,58,123797.02,3038.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WUPM44932293307423,433,1,4879.01,4879.01,29,99612.9,14536.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WUSX69354198932098,122,1,3106.27,3106.27,57,44517.2,12749.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUTO88845879579711,653,1,2278.71,2278.71,68,72421.92,11925.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVAJ49272809031788,287,1,1788.09,1788.09,46,52709.45,1986.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVEW33944953006776,447,1,2608.89,2608.89,34,27576.35,12534.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVJZ55699033654531,184,1,2459.77,2459.77,26,35169.82,3542.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVPK69430721887716,583,1,4683.66,4683.66,56,119574.63,18313.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVQQ58212402381404,230,1,2053.71,2053.71,42,70603.34,18286.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVRY13742141570995,476,1,4914.87,4914.87,36,40823.05,7292.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WVTV19457575747583,74,1,4362.8,4362.8,67,120972.57,17310.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVVU22560629535063,408,1,642.5,642.5,55,31774.22,3689.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVWK14972490322347,209,1,2251.42,2251.42,21,105992.47,3981.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVWU79467781898636,127,1,4770.4,4770.4,30,28161.91,9727.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVXH71053925906771,368,1,4683.36,4683.36,50,108614.44,1809.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVYK27287603208778,581,1,4145.65,4145.65,23,86036.94,17688.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WWIQ42495988114578,582,1,4654.43,4654.43,50,54199.61,4547.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WWJG19165430895231,597,1,256.17,256.17,18,72425.97,2432.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWLQ92781259833991,372,1,2255.98,2255.98,65,146390.63,8006.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWOF09484131284033,465,1,509.5,509.5,61,127632.03,7472.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWUA45028143531279,361,1,2809.23,2809.23,36,67518.04,9815.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WWUR37490797796120,635,1,4855.54,4855.54,48,92866.25,8166.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WXBU81063551972634,383,1,1629.38,1629.38,49,113644.49,6996.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WXFX53769848282410,67,1,680.59,680.59,53,53141.69,18290.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WXKT12609203314656,43,1,3954.88,3954.88,65,24287.18,15367.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WXLL83645487597997,428,1,2971.68,2971.68,18,86897.39,2322.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WXPT88159456069559,716,1,3508.06,3508.06,35,137526.33,859.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WXQY35571427093191,87,1,1796.91,1796.91,57,112144.27,6201.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WXSW24241296359752,156,1,51.378,51.378,47,110641.48,2224.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WYEM37484539862895,391,1,62.35,62.35,40,39114.11,15346.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WYLB64103184173265,132,1,4744.37,4744.37,23,113744.15,16314.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WYMC69313336345280,525,1,2372.57,2372.57,51,29512.72,18972.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WYRA23621921581897,553,1,2703.06,2703.06,27,141902.3,14223.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WYVW48375160614035,257,1,3935.66,3935.66,54,64139.42,5583.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WZDR68938395434571,591,1,1155.58,1155.58,45,109124.24,14701.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WZDY36817203136955,92,1,2182.0,2182.0,49,64820.17,3305.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZNB15008585491465,137,1,2544.15,2544.15,31,74369.98,7974.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WZOF74793198071233,457,1,4633.5,4633.5,51,47247.02,7484.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZOG76027870332158,656,1,218.83,218.83,45,76293.07,1802.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WZOJ36048909859271,504,1,2231.66,2231.66,43,124294.62,16277.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WZSN58578375681678,358,1,2316.24,2316.24,22,144243.61,8660.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZTH77756919832102,595,1,2081.79,2081.79,62,52100.23,14585.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WZWY58491658491441,325,1,2276.14,2276.14,28,103869.14,15786.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WZXV43260322408077,264,1,4826.09,4826.09,36,146240.67,15769.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZYY96091027647142,651,1,4502.71,4502.71,66,141848.19,1529.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XABO34293907737295,559,1,130.0,130.0,57,148037.63,2592.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XAEO97273019969946,234,1,3174.32,3174.32,43,77016.48,5446.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XAER65383957164682,673,1,1253.77,1253.77,39,36862.1,5623.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
XAGP64941330984552,138,1,3287.55,3287.55,24,136224.4,18872.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
XAQQ84391349731053,619,1,2298.83,2298.83,31,82889.74,15540.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XARX31734996321553,287,1,3007.7,3007.7,47,125413.72,2625.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XAVL91611863855881,85,1,696.18,696.18,21,111943.53,13619.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBEP40675826762590,111,1,4901.32,4901.32,36,140888.65,4773.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XBLR46070435175931,376,1,2179.79,2179.79,65,147979.72,14295.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBMG35759979497567,272,1,569.72,569.72,55,66025.09,9560.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBMU06561217472672,575,1,2892.05,2892.05,39,141661.66,2043.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XBUU46311867019878,131,1,4087.84,4087.84,22,124324.17,8105.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBVL74450999863245,4,1,3620.05,3620.05,52,108663.13,19153.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
XCDY55681609640578,158,1,3157.01,3157.01,26,127514.04,11184.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCET98663180583097,173,1,1550.31,1550.31,50,93313.98,14957.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XCHS59459211857235,474,1,1513.22,1513.22,18,89198.45,13500.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XCIM68865834834835,655,1,4112.97,4112.97,57,108343.23,2205.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XCLL34745024053772,228,1,320.19,320.19,26,108668.0,7596.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCMM59373501038006,554,1,1565.84,1565.84,69,92817.01,15922.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XCOA36309442386020,685,1,1417.78,1417.78,19,32444.41,7629.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCOB64857968863124,638,1,3776.05,3776.05,37,96076.47,8596.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XCQE24792247686707,709,1,4200.26,4200.26,37,25148.72,5846.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCQU21925967908984,182,1,3684.14,3684.14,54,88811.53,678.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCUE15946333817984,137,1,3927.74,3927.74,49,33835.06,6126.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCVH63177626018357,410,1,3327.58,3327.58,48,74239.98,17151.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XCVL52823016430329,642,1,4213.51,4213.51,52,128468.47,19015.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XCZF44029363409412,613,1,510.2,510.2,54,126321.56,16157.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XDEC35530125343646,353,1,1031.72,1031.72,65,26152.27,19437.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDFK96679561139353,420,1,2960.89,2960.89,31,97885.12,5327.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
XDGI03779170379306,105,1,1506.0,1506.0,22,54315.8,7862.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XDKO52295083860390,336,1,4069.62,4069.62,52,132231.13,11057.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
XDLI22412503834124,156,1,4816.43,4816.43,59,26446.36,16510.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XDNQ67448996151600,247,1,2822.1,2822.1,39,90866.03,8940.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XDPX74874779359958,487,1,3679.7,3679.7,30,145530.33,2034.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDRZ86835473745714,485,1,2075.28,2075.28,31,81920.24,1496.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEAT42079374158719,465,1,4319.33,4319.33,42,127337.71,6741.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEGJ21926221320410,263,1,384.6,384.6,37,55906.61,6897.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XEJT75393036199932,134,1,1373.52,1373.52,65,39361.53,1366.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XENJ47893785954176,226,1,4654.48,4654.48,45,48068.58,16659.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
XESU77410506859023,221,1,963.7,963.7,37,72673.73,11057.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XETE16298604278571,400,1,2380.12,2380.12,31,22170.74,16618.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEZE02204106496072,109,1,4814.05,4814.05,60,52192.56,16137.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XFFS06419965840293,712,1,3460.09,3460.09,43,144729.39,13443.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFFY07113503366894,137,1,4725.21,4725.21,41,140419.28,5712.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFHM96637861204597,191,1,199.99,199.99,35,75147.81,13639.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFJF76074146440261,545,1,4669.21,4669.21,46,92217.51,1893.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFNS70727908733381,605,1,2327.36,2327.36,37,119893.35,17957.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFOZ78340793281816,522,1,1166.95,1166.95,51,144512.48,3185.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFWC25953532412666,127,1,1530.83,1530.83,52,109186.42,8760.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFXY13992858142735,651,1,2894.88,2894.88,70,138618.36,2087.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFZP92904699811721,509,1,4120.1,4120.1,36,124762.45,17983.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XGCT52646744563225,49,1,677.51,677.51,21,148557.53,8980.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
XGEM47414124043968,260,1,4765.32,4765.32,66,41893.1,7445.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGGS17232882392754,546,1,3776.76,3776.76,49,138729.59,14609.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGIM86207539191938,230,1,2972.18,2972.18,31,21273.8512,17744.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XGMQ12541452878475,342,1,2946.81,2946.81,46,51018.72,17084.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGTL41491611128425,314,1,2792.31,2792.31,29,134864.72,14976.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XGUA38856811939781,451,1,913.29,913.29,66,122676.4,9939.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
XGXD74271832240239,238,1,4708.33,4708.33,31,97641.48,18345.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHDL38348995312008,250,1,2871.69,2871.69,53,36201.15,14130.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XHEJ36792415712763,411,1,4958.134399999999,4958.134399999999,19,128048.5,404.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHGC34241471897621,474,1,1145.88,1145.88,22,79418.08,13231.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XHHU23814331616697,72,1,301.49,301.49,59,82706.22,2703.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XHIK01541776578661,399,1,3489.64,3489.64,32,130955.27,3362.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHKG13184560599342,494,1,722.17,722.17,55,133015.41,6341.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XHLF79187506776106,696,1,4919.3,4919.3,36,125623.66,7333.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHME21173277264883,234,1,2693.17,2693.17,60,47931.45,14173.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHMY26890472386410,368,1,3500.17,3500.17,44,48751.03,6595.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XHOS84409712316600,68,1,1075.11,1075.11,33,108934.91,4077.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHRJ53198074682354,104,1,1223.7,1223.7,63,139356.14,11134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
XHSF11436785873346,68,1,1003.51,1003.51,62,143086.19,14358.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XHSI88340390607718,645,1,4240.49,4240.49,68,41605.43,311.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHSK94357845907312,333,1,3335.44,3335.44,60,73789.81,16076.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHWD25497075149767,517,1,1159.69,1159.69,64,110376.34,13779.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XHYX45923258024557,25,1,127.69,127.69,45,26467.82,13181.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIAY26101585263231,239,1,1967.52,1967.52,53,92294.79,15298.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XICF70493862044851,572,1,1119.94,1119.94,60,108801.45,16057.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
XICU32459123141421,374,1,585.76,585.76,59,143111.77,14898.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIEY66331614082310,609,1,1495.32,1495.32,47,49952.49,11248.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIGI64582954637333,655,1,4958.134399999999,4958.134399999999,58,70249.17,10017.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XIKG88322197402823,256,1,4581.23,4581.23,31,103370.61,19465.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XJCA25471798994885,236,1,4354.84,4354.84,33,35473.51,5169.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
XJJT40581519394278,161,1,3270.41,3270.41,39,91481.69,6834.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
XJLY05810580108867,481,1,2356.79,2356.79,50,59904.03,8697.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
