Account_Number,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio
UPYS13787655300730,1,3582.38,3582.38,,0,0,0.0,158,0.0,0.0
UQAQ55420609939600,1,1808.01,1808.01,,0,0,0.0,404,0.0,0.0
UQEL69028761976813,1,2677.18,2677.18,,0,0,0.0,72,0.0,0.0
UQKK07026406260674,1,743.14,743.14,,1,0,1.0,455,0.0,1.0
UQMU07429069522233,1,2276.66,2276.66,,0,0,1.0,487,0.0,0.0
UQMX34587236362858,1,2608.09,2608.09,,0,0,1.0,400,0.0,0.0
UQPT88235196095860,1,4516.76,4516.76,,1,0,0.0,239,0.0,1.0
UQSG10587686946184,1,166.37,166.37,,1,0,1.0,248,0.0,1.0
UQTD61905587530296,1,3845.93,3845.93,,0,0,0.0,15,0.0,0.0
UQVR93063578037891,1,3389.67,3389.67,,0,0,1.0,146,0.0,0.0
UQXY65629258228280,1,500.4,500.4,,0,0,0.0,222,0.0,0.0
UQYS39759553642209,1,52.87,52.87,,0,0,0.0,171,0.0,0.0
URBQ17262829682448,1,3782.56,3782.56,,0,0,1.0,373,0.0,0.0
URDZ33098314523780,1,1229.41,1229.41,,0,0,0.0,43,0.0,0.0
UREK60199916246947,1,1341.02,1341.02,,0,0,0.0,118,0.0,0.0
URHR82176484673574,1,829.4,829.4,,0,0,1.0,164,0.0,0.0
URJO16344151361240,1,3155.09,3155.09,,1,0,1.0,452,0.0,1.0
URLS07429414290495,1,2288.28,2288.28,,0,0,0.0,404,0.0,0.0
URNU26736648532077,1,4701.76,4701.76,,0,0,0.0,322,0.0,0.0
UROP79533422539392,1,1621.39,1621.39,,0,0,0.0,209,0.0,0.0
URSE27069906494935,1,4035.54,4035.54,,1,0,0.0,320,0.0,1.0
URUS39607331256614,1,3213.09,3213.09,,0,0,1.0,218,0.0,0.0
USAY11079771400493,1,1573.01,1573.01,,1,0,0.0,393,0.0,1.0
USFS30907725840090,1,2687.49,2687.49,,0,0,1.0,484,0.0,0.0
USGF00822449130610,1,2544.12,2544.12,,1,0,1.0,493,0.0,1.0
USJR74612319002415,1,1017.55,1017.55,,0,0,0.0,259,0.0,0.0
USNF91459773660985,1,3774.92,3774.92,,0,0,0.0,157,0.0,0.0
USQP73510597344685,1,1497.46,1497.46,,0,0,0.0,475,0.0,0.0
USTM11778545390579,1,335.24,335.24,,0,0,0.0,208,0.0,0.0
USUW28489873587272,1,689.5,689.5,,0,0,1.0,415,0.0,0.0
USVF74622689753115,1,4066.72,4066.72,,0,0,0.0,443,0.0,0.0
USYX47910999937848,1,573.87,573.87,,0,0,0.0,363,0.0,0.0
UTCL18136900479046,1,4240.1,4240.1,,0,0,0.0,351,0.0,0.0
UTIZ19964596243840,1,4031.81,4031.81,,1,0,1.0,129,0.0,1.0
UTPD21578550486804,1,4104.66,4104.66,,0,0,0.0,182,0.0,0.0
UTRE05413728291271,1,4808.45,4808.45,,0,0,1.0,354,0.0,0.0
UTXA55295806601382,1,1378.77,1378.77,,1,0,0.0,497,0.0,1.0
UTXV01120367291694,1,1460.78,1460.78,,1,0,0.0,134,0.0,1.0
UTYT71842859693259,1,744.73,744.73,,0,0,0.0,227,0.0,0.0
UUDA50898940816723,1,4038.84,4038.84,,0,0,1.0,265,0.0,0.0
UUDI83747558030901,1,4517.5,4517.5,,0,0,0.0,416,0.0,0.0
UUDW69435328617805,1,1426.39,1426.39,,0,0,1.0,137,0.0,0.0
UUNZ70370701095575,1,1566.71,1566.71,,0,0,0.0,51,0.0,0.0
UURD93768418471462,1,3004.05,3004.05,,0,0,1.0,451,0.0,0.0
UUSI92651185802023,1,325.08,325.08,,0,0,0.0,287,0.0,0.0
UUVL85881185577170,1,1793.64,1793.64,,1,0,0.0,407,0.0,1.0
UUXG22535022774690,1,2218.34,2218.34,,0,0,0.0,400,0.0,0.0
UVBB25937581835002,1,1265.69,1265.69,,1,0,0.0,198,0.0,1.0
UVFB96289365435884,1,439.26,439.26,,1,0,1.0,95,0.0,1.0
UVGB23641224740985,1,2435.73,2435.73,,0,0,0.0,428,0.0,0.0
UVGL47286399624023,1,4519.48,4519.48,,1,0,0.0,407,0.0,1.0
UVJU63107890786957,1,1034.38,1034.38,,0,0,0.0,75,0.0,0.0
UVNN53390363857433,1,1206.16,1206.16,,1,0,0.0,480,0.0,1.0
UVPG75143535546222,1,3450.3,3450.3,,1,0,1.0,302,0.0,1.0
UVRP06293288098322,1,976.2,976.2,,0,0,1.0,163,0.0,0.0
UVXD78522115871845,1,3738.84,3738.84,,0,0,1.0,383,0.0,0.0
UWFS46403118287914,1,466.86,466.86,,0,0,0.0,65,0.0,0.0
UWHD64119913656402,1,429.09,429.09,,0,0,0.0,417,0.0,0.0
UWIA99656789564598,1,3033.79,3033.79,,0,0,1.0,346,0.0,0.0
UWKT23466521746453,1,4419.36,4419.36,,1,0,1.0,90,0.0,1.0
UWLO02789292147622,1,4958.134399999999,4958.134399999999,,0,0,1.0,214,0.0,0.0
UWOY49294499313675,1,3231.17,3231.17,,0,0,1.0,452,0.0,0.0
UWUI44690488356347,1,2387.95,2387.95,,0,0,1.0,346,0.0,0.0
UWWZ11731010910460,1,1478.07,1478.07,,0,0,0.0,353,0.0,0.0
UXAB31908578825842,1,515.86,515.86,,0,0,0.0,118,0.0,0.0
UXQD10780876678453,1,1426.05,1426.05,,1,0,0.0,264,0.0,1.0
UXQE17389145505642,1,4803.1,4803.1,,1,0,1.0,106,0.0,1.0
UXTG09443121345579,1,4526.51,4526.51,,1,0,1.0,356,0.0,1.0
UXUU92917919690913,1,3876.69,3876.69,,0,0,0.0,274,0.0,0.0
UXWX48057968733520,1,840.96,840.96,,0,0,0.0,115,0.0,0.0
UYBA91731633243087,1,3039.93,3039.93,,0,0,0.0,191,0.0,0.0
UYBN46594918684987,1,754.67,754.67,,1,0,1.0,325,0.0,1.0
UYDY79890330393758,1,1781.5,1781.5,,0,0,0.0,323,0.0,0.0
UYEN33523175487713,1,307.04,307.04,,0,0,1.0,381,0.0,0.0
UYGK16681133973670,1,111.68,111.68,,0,0,1.0,154,0.0,0.0
UYGQ46990867233104,1,3638.26,3638.26,,1,0,1.0,441,0.0,1.0
UYHT75317528612240,1,51.378,51.378,,1,0,1.0,483,0.0,1.0
UYJG61455012904312,1,1306.49,1306.49,,1,0,0.0,172,0.0,1.0
UYNC20928157806190,1,3292.86,3292.86,,0,0,0.0,316,0.0,0.0
UYOU48187317852976,1,1864.69,1864.69,,1,0,0.0,114,0.0,1.0
UYSU10147391298358,1,2007.02,2007.02,,1,0,1.0,103,0.0,1.0
UYWX16466632663188,1,1620.44,1620.44,,0,0,1.0,180,0.0,0.0
UZDF29547034899319,1,3649.99,3649.99,,0,0,0.0,9,0.0,0.0
UZON75539818890737,1,3489.0,3489.0,,0,0,0.0,293,0.0,0.0
UZOT84058273459986,1,1548.45,1548.45,,1,0,0.0,306,0.0,1.0
UZSG40107528799722,1,3787.16,3787.16,,0,0,1.0,146,0.0,0.0
UZVC00997844298299,1,51.378,51.378,,0,0,0.0,27,0.0,0.0
UZVW11337952331432,1,2654.89,2654.89,,1,0,1.0,288,0.0,1.0
UZWY81573664096801,1,4958.134399999999,4958.134399999999,,0,0,1.0,159,0.0,0.0
UZXP31180467413075,1,3113.17,3113.17,,0,0,1.0,27,0.0,0.0
UZYD82070669010792,1,223.02,223.02,,0,0,0.0,362,0.0,0.0
VAAV29780678246553,1,1990.35,1990.35,,0,0,1.0,159,0.0,0.0
VABT53656737292687,1,2249.75,2249.75,,0,0,1.0,151,0.0,0.0
VACM56124662569512,1,4800.87,4800.87,,0,0,1.0,77,0.0,0.0
VACO31671560587905,1,2756.44,2756.44,,0,0,0.0,48,0.0,0.0
VAFQ81411287452719,1,2831.81,2831.81,,0,0,1.0,71,0.0,0.0
VAJV59619740059758,1,516.62,516.62,,0,0,0.0,488,0.0,0.0
VAMZ49097034251970,1,545.55,545.55,,0,0,0.0,14,0.0,0.0
VAVA97735496259590,1,510.78,510.78,,1,0,0.0,145,0.0,1.0
VBAE32852124006224,1,1320.43,1320.43,,1,0,1.0,52,0.0,1.0
VBAE51906724460957,1,2001.09,2001.09,,0,0,0.0,110,0.0,0.0
VBDO74460834864917,1,3117.17,3117.17,,1,0,1.0,5,0.0,1.0
VBEJ26459639468458,1,4082.34,4082.34,,0,0,0.0,70,0.0,0.0
VBFR92814989656917,1,3579.76,3579.76,,0,0,1.0,418,0.0,0.0
VBKC10900701785020,1,2991.44,2991.44,,1,0,1.0,392,0.0,1.0
VBKN65141343076832,1,1782.28,1782.28,,0,0,0.0,439,0.0,0.0
VBLX77719619971659,1,2699.34,2699.34,,0,0,0.0,128,0.0,0.0
VBMI28235984887691,1,4165.49,4165.49,,0,0,1.0,215,0.0,0.0
VBOR83599447251212,1,2790.72,2790.72,,1,0,1.0,297,0.0,1.0
VBQO79724792542218,1,3940.2,3940.2,,0,0,1.0,448,0.0,0.0
VBWF64214928841634,1,1530.77,1530.77,,0,0,1.0,70,0.0,0.0
VBWK62330947976885,1,247.69,247.69,,0,0,1.0,327,0.0,0.0
VBXW38295536315737,1,1372.61,1372.61,,0,0,0.0,96,0.0,0.0
VBYM30079823389178,1,3556.91,3556.91,,0,0,1.0,429,0.0,0.0
VCJI69399531556642,1,1760.98,1760.98,,0,0,1.0,226,0.0,0.0
VCOP07346031613407,1,3454.05,3454.05,,0,0,1.0,91,0.0,0.0
VCUI10452887646880,1,3035.11,3035.11,,1,0,1.0,285,0.0,1.0
VCUQ69675044643077,1,1595.83,1595.83,,1,0,1.0,99,0.0,1.0
VCXL67117753987245,1,2604.11,2604.11,,1,0,1.0,308,0.0,1.0
VCYO13032928442213,1,976.65,976.65,,1,0,1.0,290,0.0,1.0
VDEW99650826958264,1,3981.63,3981.63,,0,0,0.0,414,0.0,0.0
VDIC35039785141201,1,2413.79,2413.79,,1,0,1.0,5,0.0,1.0
VDKM02324746879271,1,998.8,998.8,,0,0,0.0,307,0.0,0.0
VDLJ71057870371311,1,3291.32,3291.32,,1,0,0.0,229,0.0,1.0
VDMP44923435969850,1,1257.02,1257.02,,1,0,0.0,117,0.0,1.0
VDSF20513563974892,1,1251.81,1251.81,,0,0,0.0,271,0.0,0.0
VDXJ76238026709461,1,2197.67,2197.67,,1,0,1.0,224,0.0,1.0
VDXX60641668135763,1,1724.6,1724.6,,0,0,0.0,357,0.0,0.0
VDZM52508159590431,1,3930.09,3930.09,,0,0,0.0,481,0.0,0.0
VEAR96958251749145,1,2857.05,2857.05,,0,0,0.0,451,0.0,0.0
VEAS67309240741359,1,816.44,816.44,,0,0,1.0,97,0.0,0.0
VEDH97436990558557,1,794.09,794.09,,1,0,1.0,251,0.0,1.0
VEER24874323629825,1,216.87,216.87,,0,0,1.0,39,0.0,0.0
VEGZ21425261197892,1,4341.12,4341.12,,0,0,1.0,133,0.0,0.0
VEKY58300358087563,1,2454.73,2454.73,,1,0,1.0,189,0.0,1.0
VELE00298904269808,1,2120.69,2120.69,,0,0,1.0,114,0.0,0.0
VEOD02676720957992,1,294.34,294.34,,1,0,1.0,382,0.0,1.0
VERZ79872873142495,1,3167.69,3167.69,,0,0,0.0,181,0.0,0.0
VETZ59452315828630,1,1000.09,1000.09,,0,0,0.0,318,0.0,0.0
VFCP50801963045306,1,127.0,127.0,,0,0,1.0,285,0.0,0.0
VFFK93103370089423,1,4527.0,4527.0,,0,0,0.0,166,0.0,0.0
VFQX34633488933437,1,4349.13,4349.13,,0,0,1.0,172,0.0,0.0
VFRD50164546625731,1,231.22,231.22,,1,0,1.0,11,0.0,1.0
VGCW50321985965510,1,1751.18,1751.18,,0,0,0.0,266,0.0,0.0
VGJC72050465784666,1,945.19,945.19,,1,0,0.0,381,0.0,1.0
VGKR02103770023358,1,3390.09,3390.09,,0,0,1.0,124,0.0,0.0
VGLN11702784734479,1,3288.23,3288.23,,0,0,0.0,270,0.0,0.0
VGNT06155026134097,1,540.97,540.97,,0,0,1.0,68,0.0,0.0
VGOC71865880746120,1,2528.11,2528.11,,1,0,0.0,58,0.0,1.0
VGXA43113875093106,1,2983.08,2983.08,,0,0,0.0,128,0.0,0.0
VGYV40573689108041,1,3616.97,3616.97,,0,0,1.0,349,0.0,0.0
VHAM08981920938296,1,3779.94,3779.94,,0,0,0.0,234,0.0,0.0
VHBK86548338806719,1,3998.31,3998.31,,0,0,1.0,300,0.0,0.0
VHEV61691749939452,1,2235.74,2235.74,,0,0,1.0,240,0.0,0.0
VHKL66963389586417,1,2335.03,2335.03,,0,0,1.0,196,0.0,0.0
VHMO20961023726432,1,879.57,879.57,,0,0,1.0,80,0.0,0.0
VHVJ03627562952242,1,3852.99,3852.99,,0,0,0.0,262,0.0,0.0
VHWV64903657168897,1,1152.92,1152.92,,0,0,1.0,425,0.0,0.0
VHZE03172665282468,1,2411.83,2411.83,,0,0,0.0,290,0.0,0.0
VIGF23023332470739,1,51.378,51.378,,0,0,1.0,413,0.0,0.0
VIPS13027929902510,1,1961.05,1961.05,,0,0,0.0,138,0.0,0.0
VIQD77365561922188,1,4095.65,4095.65,,0,0,1.0,393,0.0,0.0
VIYL17330165487657,1,3619.2,3619.2,,0,0,0.0,471,0.0,0.0
VJAJ47501750566558,1,2417.22,2417.22,,1,0,1.0,314,0.0,1.0
VJJY48479207405187,1,1174.55,1174.55,,0,0,1.0,99,0.0,0.0
VJLD49514955838736,1,3559.7,3559.7,,1,0,1.0,176,0.0,1.0
VJNI08585883825672,1,4668.67,4668.67,,0,0,1.0,230,0.0,0.0
VJNS96733116772696,1,4244.24,4244.24,,1,0,1.0,329,0.0,1.0
VJTP85315027439391,1,4580.45,4580.45,,0,0,0.0,87,0.0,0.0
VJVI45169613703408,1,4922.05,4922.05,,1,0,1.0,247,0.0,1.0
VJZR90923936044707,1,4485.51,4485.51,,0,0,0.0,407,0.0,0.0
VKRS72506713223709,1,2046.19,2046.19,,0,0,1.0,235,0.0,0.0
VKSC46936663918900,1,490.11,490.11,,0,0,0.0,97,0.0,0.0
VKTI82706908713197,1,2572.73,2572.73,,0,0,1.0,327,0.0,0.0
VKTP87996323866429,1,3385.2,3385.2,,0,0,0.0,26,0.0,0.0
VKYI65120690611959,1,1677.01,1677.01,,0,0,1.0,250,0.0,0.0
VLEQ58986818439763,1,4321.93,4321.93,,0,0,1.0,289,0.0,0.0
VLLH47057423885652,1,552.7,552.7,,1,0,0.0,41,0.0,1.0
VLLW73785139311653,1,4325.43,4325.43,,0,0,1.0,130,0.0,0.0
VLMA80079376224141,1,1192.02,1192.02,,0,0,0.0,425,0.0,0.0
VLPW16657813049950,1,2841.07,2841.07,,0,0,0.0,128,0.0,0.0
VLXM61995305641849,1,4144.39,4144.39,,0,0,0.0,366,0.0,0.0
VLXP82905249221911,1,1740.39,1740.39,,1,0,1.0,186,0.0,1.0
VLYW55628497565783,1,684.94,684.94,,0,0,0.0,200,0.0,0.0
VMAZ19109048866073,1,145.8,145.8,,0,0,0.0,259,0.0,0.0
VMDB07923046600128,1,75.67,75.67,,0,0,1.0,313,0.0,0.0
VMIP10680177031637,1,4738.21,4738.21,,0,0,1.0,70,0.0,0.0
VMKB30666557518423,1,2465.06,2465.06,,0,0,1.0,71,0.0,0.0
VMRO57412287670444,1,4390.04,4390.04,,0,0,1.0,491,0.0,0.0
VMUS14193960610471,1,2091.38,2091.38,,0,0,0.0,388,0.0,0.0
VMXL01235782239497,1,1797.18,1797.18,,0,0,1.0,52,0.0,0.0
VMYH68154185899002,1,406.81,406.81,,0,0,0.0,449,0.0,0.0
VMYQ51953774926632,1,4097.41,4097.41,,0,0,1.0,457,0.0,0.0
VNCT45615818110699,1,2936.47,2936.47,,0,0,1.0,453,0.0,0.0
VNZN00301196227238,1,1550.79,1550.79,,0,0,0.0,455,0.0,0.0
VOEZ35517274847927,1,2876.59,2876.59,,1,0,0.0,91,0.0,1.0
VOFD21519045624462,1,1454.61,1454.61,,1,0,1.0,451,0.0,1.0
VOGF01295318500423,1,1843.26,1843.26,,0,0,1.0,394,0.0,0.0
VOOD49487248492615,1,3645.51,3645.51,,1,0,1.0,42,0.0,1.0
VOVM63100945319422,1,3972.1,3972.1,,0,0,0.0,21,0.0,0.0
VPAM07174811317653,1,2337.79,2337.79,,1,0,1.0,457,0.0,1.0
VPBZ25215143517236,1,584.77,584.77,,1,0,0.0,63,0.0,1.0
VPCN17277539954316,1,2688.07,2688.07,,0,0,1.0,369,0.0,0.0
VPCP71103402073617,1,1097.95,1097.95,,0,0,1.0,187,0.0,0.0
VPIH89475289724597,1,4173.46,4173.46,,0,0,1.0,152,0.0,0.0
VPKG17841647560915,1,3495.28,3495.28,,0,0,0.0,68,0.0,0.0
VPLN74436322503246,1,3081.89,3081.89,,0,0,1.0,408,0.0,0.0
VPPO34265875031049,1,1537.5,1537.5,,0,0,1.0,40,0.0,0.0
VPSO93892694813352,1,1247.57,1247.57,,0,0,1.0,40,0.0,0.0
VPXA14095071519963,1,1460.2,1460.2,,0,0,0.0,426,0.0,0.0
VPXU84237405171757,1,2482.26,2482.26,,1,0,0.0,1,0.0,1.0
VPXU92611980956069,1,3485.05,3485.05,,0,0,1.0,173,0.0,0.0
VPZK22792949652396,1,2375.58,2375.58,,0,0,0.0,35,0.0,0.0
VQBU08757575131838,1,3504.3,3504.3,,1,0,1.0,202,0.0,1.0
VQBX31026237050674,1,3740.48,3740.48,,0,0,0.0,387,0.0,0.0
VQDO31430902068183,1,2620.52,2620.52,,0,0,1.0,55,0.0,0.0
VQIY36868111433064,1,3013.98,3013.98,,0,0,1.0,420,0.0,0.0
VQJG31650983381272,1,997.24,997.24,,0,0,0.0,415,0.0,0.0
VQOJ27963049550947,1,3501.57,3501.57,,1,0,1.0,230,0.0,1.0
VQPM05457694757694,1,51.378,51.378,,0,0,1.0,64,0.0,0.0
VQWR34987789415679,1,4344.75,4344.75,,0,0,0.0,154,0.0,0.0
VRBB27291714112129,1,4571.27,4571.27,,0,0,0.0,443,0.0,0.0
VRNP81382311967647,1,51.378,51.378,,0,0,1.0,66,0.0,0.0
VRPF42758140650580,1,2755.13,2755.13,,1,0,1.0,307,0.0,1.0
VRQJ71270587722164,1,1854.05,1854.05,,0,0,0.0,66,0.0,0.0
VRSP77382438214629,1,3387.31,3387.31,,1,0,0.0,196,0.0,1.0
VRUY89413210972021,1,101.82,101.82,,0,0,1.0,277,0.0,0.0
VRVX78427751536720,1,2269.59,2269.59,,0,0,1.0,199,0.0,0.0
VRWH15307079190487,1,3179.33,3179.33,,0,0,1.0,18,0.0,0.0
VRWJ76600974909126,1,2086.79,2086.79,,0,0,0.0,100,0.0,0.0
VSBA15944633399948,1,4180.96,4180.96,,1,0,1.0,267,0.0,1.0
VSDC40654765126749,1,3706.02,3706.02,,1,0,1.0,93,0.0,1.0
VSEG83522377504480,1,4143.27,4143.27,,0,0,1.0,293,0.0,0.0
VSFP33852892570267,1,3958.37,3958.37,,1,0,0.0,143,0.0,1.0
VSKJ54300178462742,1,173.95,173.95,,0,0,0.0,389,0.0,0.0
VSPP11506291792651,1,490.47,490.47,,0,0,1.0,46,0.0,0.0
VSQT58294863099728,1,4288.97,4288.97,,0,0,0.0,176,0.0,0.0
VSTE33128998511860,1,4318.97,4318.97,,0,0,1.0,165,0.0,0.0
VSWR48002032870789,1,1460.32,1460.32,,1,0,0.0,73,0.0,1.0
VSXA45490654782924,1,2514.86,2514.86,,0,0,1.0,39,0.0,0.0
VTAH55081996844565,1,4558.33,4558.33,,0,0,1.0,121,0.0,0.0
VTAK36791207209578,1,4399.17,4399.17,,0,0,0.0,153,0.0,0.0
VTBV28377270289666,1,4740.57,4740.57,,0,0,0.0,450,0.0,0.0
VTKN51582230947605,1,4336.61,4336.61,,0,0,0.0,172,0.0,0.0
VTSS77379395795519,1,3865.38,3865.38,,1,0,0.0,97,0.0,1.0
VTTY57194770071910,1,2829.92,2829.92,,0,0,0.0,152,0.0,0.0
VTXC77633427203886,1,999.65,999.65,,0,0,0.0,211,0.0,0.0
VUBF82774694825457,1,3208.91,3208.91,,0,0,1.0,169,0.0,0.0
VUEZ60273226992728,1,4816.62,4816.62,,1,0,0.0,49,0.0,1.0
VUGW95932954405546,1,338.07,338.07,,0,0,0.0,221,0.0,0.0
VUJI50729629010793,1,753.51,753.51,,0,0,0.0,72,0.0,0.0
VUJO84830348573654,1,959.56,959.56,,1,0,0.0,61,0.0,1.0
VUTG17697085675910,1,3539.35,3539.35,,1,0,0.0,298,0.0,1.0
VUVF00402342033873,1,1350.75,1350.75,,1,0,1.0,378,0.0,1.0
VUWH72367908213522,1,3797.8,3797.8,,0,0,0.0,369,0.0,0.0
VUZH50405669579001,1,1337.69,1337.69,,1,0,1.0,104,0.0,1.0
VVAI09471124617578,1,913.91,913.91,,0,0,1.0,407,0.0,0.0
VVCX77816214276565,1,2724.03,2724.03,,0,0,0.0,32,0.0,0.0
VVHK80582998959814,1,2396.68,2396.68,,1,0,1.0,355,0.0,1.0
VVLC69139521501642,1,272.78,272.78,,0,0,1.0,104,0.0,0.0
VVNQ76164819807704,1,3094.51,3094.51,,0,0,1.0,111,0.0,0.0
VVRV56352007615042,1,1510.59,1510.59,,1,0,0.0,293,0.0,1.0
VVSE22571640048952,1,3245.99,3245.99,,0,0,0.0,383,0.0,0.0
VVSS14521020388707,1,3793.1,3793.1,,0,0,0.0,241,0.0,0.0
VVZU94766273872488,1,3480.67,3480.67,,0,0,1.0,232,0.0,0.0
VWCB46627501526974,1,2102.06,2102.06,,1,0,0.0,274,0.0,1.0
VWIA90544496252165,1,51.378,51.378,,0,0,0.0,206,0.0,0.0
VWJC65116399319733,1,2891.77,2891.77,,0,0,1.0,449,0.0,0.0
VWLS70073212712151,1,504.73,504.73,,1,0,0.0,476,0.0,1.0
VWQQ31273654852207,1,2247.28,2247.28,,0,0,0.0,61,0.0,0.0
VWWV61817457576826,1,539.27,539.27,,1,0,0.0,295,0.0,1.0
VXBR96586146921193,1,3666.2,3666.2,,0,0,0.0,14,0.0,0.0
VXCE89899307461139,1,4159.32,4159.32,,1,0,0.0,468,0.0,1.0
VXGB33500376600285,1,2155.79,2155.79,,0,0,0.0,145,0.0,0.0
VXLU62640859551495,1,2762.49,2762.49,,1,0,0.0,280,0.0,1.0
VXQN15640994147539,1,2825.07,2825.07,,0,0,0.0,385,0.0,0.0
VXWS74500970644071,1,277.56,277.56,,1,0,0.0,243,0.0,1.0
VYBL99447698801225,1,1906.41,1906.41,,1,0,0.0,363,0.0,1.0
VYBN84005156393513,1,3561.54,3561.54,,0,0,1.0,250,0.0,0.0
VYCE58025621974760,1,4447.68,4447.68,,0,0,1.0,191,0.0,0.0
VYDC51644659239659,1,3735.72,3735.72,,0,0,0.0,197,0.0,0.0
VYDI02454224922430,1,1597.95,1597.95,,1,0,1.0,74,0.0,1.0
VYOT43193667116253,1,1365.71,1365.71,,0,0,1.0,391,0.0,0.0
VYQN56738564880012,1,51.378,51.378,,0,0,0.0,133,0.0,0.0
VYRO66340419744765,1,3295.02,3295.02,,0,0,1.0,385,0.0,0.0
VYSJ47353414391032,1,3347.93,3347.93,,0,0,1.0,39,0.0,0.0
VYSY90076862763328,1,4252.21,4252.21,,0,0,0.0,49,0.0,0.0
VYZZ39338338768838,1,1612.4,1612.4,,0,0,1.0,145,0.0,0.0
VZAT72967828661982,1,4279.32,4279.32,,0,0,1.0,37,0.0,0.0
VZEN23750543226027,1,51.378,51.378,,0,0,1.0,370,0.0,0.0
VZFJ91169934787762,1,4958.134399999999,4958.134399999999,,0,0,0.0,481,0.0,0.0
VZKG04053198410507,1,598.46,598.46,,0,0,1.0,50,0.0,0.0
VZPD95572903413865,1,4518.21,4518.21,,1,0,0.0,244,0.0,1.0
VZPZ13766708060605,1,4260.1,4260.1,,0,0,0.0,334,0.0,0.0
WAAG45688486573744,1,2389.86,2389.86,,0,0,1.0,429,0.0,0.0
WAGB56870941246051,1,4872.86,4872.86,,0,0,1.0,315,0.0,0.0
WAID04866718644262,1,4831.49,4831.49,,1,0,0.0,415,0.0,1.0
WAKJ35137183497992,1,1468.15,1468.15,,0,0,0.0,451,0.0,0.0
WARC72607612420441,1,532.04,532.04,,0,0,1.0,5,0.0,0.0
WARM60229631650124,1,136.69,136.69,,0,0,0.0,27,0.0,0.0
WAVO62732553827438,1,2680.49,2680.49,,0,0,0.0,266,0.0,0.0
WAZF25176668992127,1,2386.65,2386.65,,0,0,1.0,458,0.0,0.0
WBAE68764486764979,1,1062.24,1062.24,,0,0,0.0,244,0.0,0.0
WBBO20322585728285,1,3518.25,3518.25,,0,0,1.0,45,0.0,0.0
WBDB89857390835211,1,2326.22,2326.22,,0,0,1.0,215,0.0,0.0
WBEG17402810607634,1,2082.8,2082.8,,0,0,1.0,140,0.0,0.0
WBIQ99744225973037,1,4428.04,4428.04,,0,0,1.0,275,0.0,0.0
WBKT25018872069657,1,3417.12,3417.12,,0,0,1.0,142,0.0,0.0
WBOG42180893169823,1,51.378,51.378,,0,0,1.0,17,0.0,0.0
WBWN40511832840144,1,4347.73,4347.73,,1,0,1.0,200,0.0,1.0
WBXK91541963511096,1,4019.29,4019.29,,0,0,1.0,72,0.0,0.0
WBZU39251999452951,1,843.11,843.11,,0,0,0.0,189,0.0,0.0
WBZU90425843299137,1,1449.6,1449.6,,0,0,0.0,443,0.0,0.0
WCAR49297045386876,1,1279.3,1279.3,,1,0,0.0,201,0.0,1.0
WCFI22960691382172,1,3788.58,3788.58,,1,0,0.0,405,0.0,1.0
WCSR01106382244326,1,4911.99,4911.99,,0,0,1.0,74,0.0,0.0
WCSR07027292942863,1,2686.85,2686.85,,1,0,1.0,105,0.0,1.0
WCWT71408346954495,1,2102.03,2102.03,,0,0,0.0,243,0.0,0.0
WCYL92291270659341,1,4277.97,4277.97,,0,0,0.0,464,0.0,0.0
WCYQ04009563944532,1,156.17,156.17,,0,0,0.0,330,0.0,0.0
WDAH01640403976211,1,3367.6,3367.6,,0,0,0.0,381,0.0,0.0
WDCL35505143219143,1,4619.94,4619.94,,0,0,1.0,295,0.0,0.0
WDCP38496274368485,1,2441.87,2441.87,,1,0,1.0,467,0.0,1.0
WDCV04083843782601,1,707.36,707.36,,0,0,1.0,219,0.0,0.0
WDHW44553296773759,1,943.74,943.74,,1,0,0.0,162,0.0,1.0
WDKU14487621648342,1,3405.23,3405.23,,0,0,1.0,472,0.0,0.0
WDKW27650960307585,1,937.2,937.2,,1,0,0.0,169,0.0,1.0
WDMN61624698896762,1,2081.07,2081.07,,0,0,0.0,350,0.0,0.0
WDPH55997177721664,1,1860.14,1860.14,,0,0,1.0,275,0.0,0.0
WDVE46488078899070,1,4891.33,4891.33,,0,0,0.0,238,0.0,0.0
WDZS22887415949254,1,938.86,938.86,,0,0,1.0,214,0.0,0.0
WEAY56224718038814,1,3559.47,3559.47,,0,0,1.0,116,0.0,0.0
WELK49422851413632,1,3580.99,3580.99,,0,0,0.0,415,0.0,0.0
WENU13506210840157,1,3415.24,3415.24,,1,0,0.0,178,0.0,1.0
WEQY62092973525953,1,149.98,149.98,,0,0,1.0,119,0.0,0.0
WEVH27107325759212,1,4485.67,4485.67,,1,0,1.0,198,0.0,1.0
WEZI45161946537092,1,1829.66,1829.66,,0,0,1.0,71,0.0,0.0
WFBE72575226255483,1,2410.26,2410.26,,0,0,0.0,76,0.0,0.0
WFFM41246552957873,1,4563.82,4563.82,,1,0,1.0,76,0.0,1.0
WFPZ77711842527863,1,882.32,882.32,,0,0,1.0,148,0.0,0.0
WFTD71232095540934,1,4449.39,4449.39,,0,0,1.0,498,0.0,0.0
WFTW63641226472543,1,4823.35,4823.35,,0,0,1.0,296,0.0,0.0
