Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio,loan_amount,loan_term,loan_purpose,risk_score,default_flag
WSXF45396042408174,2023-08-09 23:51:08,1,1042.14,1042.14,69,106635.44,10077.78,529,1,1042.14,1042.14,,1,0,0.0,337,0.0,1.0,226355,48,Education,0.02004764866227348,0
WTDA96196804505211,2024-03-16 11:25:41,1,1509.25,1509.25,38,113822.39,13505.24,310,1,1509.25,1509.25,,0,0,1.0,200,0.0,0.0,1966334,48,Business,0.14559019300300033,0
WTGX98908553277770,2023-08-24 00:51:42,1,1897.8,1897.8,50,138347.38,6288.54,515,1,1897.8,1897.8,,0,0,0.0,293,0.0,0.0,170243,60,Vehicle,0.008119893707034247,0
WTJE50592530955877,2023-04-07 10:35:55,1,286.94,286.94,61,79848.72,13990.91,654,1,286.94,286.94,,0,0,1.0,30,0.0,0.0,1057378,60,Business,0.11103399939204968,1
WTJI26184553758268,2025-01-06 08:19:25,1,4704.82,4704.82,28,45458.37,17764.98,14,1,4704.82,4704.82,,1,0,0.0,267,0.0,1.0,1897756,60,Education,0.35592125953563747,0
WTQA47327224375811,2024-03-20 23:11:14,1,3713.35,3713.35,56,59475.9,551.61,305,1,3713.35,3713.35,,0,0,1.0,409,0.0,0.0,2169844,48,Home,0.31015272426733104,1
WTRO48694155945011,2023-09-24 22:15:43,1,2213.59,2213.59,70,121230.38,7783.5,483,1,2213.59,2213.59,,0,0,0.0,485,0.0,0.0,1747818,48,Business,0.12110222722004309,0
WTYK31615667859713,2023-08-01 14:16:36,1,1296.97,1296.97,56,23512.47,19680.13,537,1,1296.97,1296.97,,0,0,0.0,161,0.0,0.0,2368620,24,Personal,0.8606627738518464,1
WUAY40941477168289,2023-03-12 08:08:04,1,4644.58,4644.58,41,31398.34,5192.85,680,1,4644.58,4644.58,,0,0,1.0,286,0.0,0.0,2227304,36,Home,0.6053399386046778,1
WUED46100498359005,2023-06-28 21:50:25,1,4712.62,4712.62,52,35076.7,13560.3,571,1,4712.62,4712.62,,0,0,1.0,231,0.0,0.0,2151121,60,Business,0.5229998272260534,1
WUGQ48515969813221,2024-01-05 21:49:12,1,3552.53,3552.53,53,90636.51,18805.79,380,1,3552.53,3552.53,,0,0,0.0,249,0.0,0.0,1134309,24,Personal,0.10480242459638615,1
WUIE53968527682091,2024-10-27 16:57:16,1,1545.0,1545.0,56,89140.44,15288.8,84,1,1545.0,1545.0,,0,0,0.0,305,0.0,0.0,2479151,24,Home,0.23557726705806847,0
WUMM47951279831242,2024-03-18 20:59:35,1,1867.4,1867.4,58,123797.02,3038.42,307,1,1867.4,1867.4,,1,0,1.0,387,0.0,1.0,91743,12,Business,0.008210127347529688,0
WUPM44932293307423,2023-11-13 15:41:20,1,4879.01,4879.01,29,99612.9,14536.01,433,1,4879.01,4879.01,,0,0,0.0,355,0.0,0.0,1753057,60,Vehicle,0.1483594385261906,0
WUSX69354198932098,2024-09-20 06:04:56,1,3106.27,3106.27,57,44517.2,12749.38,122,1,3106.27,3106.27,,0,0,1.0,318,0.0,0.0,220948,24,Personal,0.040100130417394096,0
WUTO88845879579711,2023-04-07 12:49:32,1,2278.71,2278.71,68,72421.92,11925.16,653,1,2278.71,2278.71,,1,0,1.0,361,0.0,1.0,943877,12,Vehicle,0.11352511354066769,1
WVAJ49272809031788,2024-04-07 21:27:54,1,1788.09,1788.09,46,52709.45,1986.13,287,1,1788.09,1788.09,,1,0,0.0,359,0.0,1.0,2167475,60,Education,0.35417704670551486,0
WVEW33944953006776,2023-10-31 00:47:04,1,2608.89,2608.89,34,27576.35,12534.62,447,1,2608.89,2608.89,,1,0,1.0,383,0.0,1.0,1377148,48,Business,0.4297224921458135,1
WVJZ55699033654531,2024-07-20 04:17:01,1,2459.77,2459.77,26,35169.82,3542.26,184,1,2459.77,2459.77,,0,0,0.0,333,0.0,0.0,551793,12,Business,0.13199835536526736,1
WVPK69430721887716,2023-06-16 20:26:20,1,4683.66,4683.66,56,119574.63,18313.91,583,1,4683.66,4683.66,,0,0,0.0,348,0.0,0.0,376284,48,Personal,0.024538514347285902,0
WVQQ58212402381404,2024-06-03 20:48:11,1,2053.71,2053.71,42,70603.34,18286.92,230,1,2053.71,2053.71,,0,0,1.0,216,0.0,0.0,1880314,36,Business,0.22575507220850966,0
WVRY13742141570995,2023-10-02 00:12:12,1,4914.87,4914.87,36,40823.05,7292.73,476,1,4914.87,4914.87,,0,0,0.0,446,0.0,0.0,1968837,36,Education,0.4107850967359695,0
WVTV19457575747583,2024-11-07 11:12:01,1,4362.8,4362.8,67,120972.57,17310.98,74,1,4362.8,4362.8,,0,0,0.0,31,0.0,0.0,318508,36,Business,0.01937338837125271,0
WVVU22560629535063,2023-12-09 02:37:22,1,642.5,642.5,55,31774.22,3689.17,408,1,642.5,642.5,,0,0,0.0,333,0.0,0.0,441011,36,Home,0.11649163930797315,0
WVWK14972490322347,2024-06-24 15:31:56,1,2251.42,2251.42,21,105992.47,3981.29,209,1,2251.42,2251.42,,0,0,0.0,96,0.0,0.0,1527141,24,Vehicle,0.12102229129676181,0
WVWU79467781898636,2024-09-15 00:00:06,1,4770.4,4770.4,30,28161.91,9727.04,127,1,4770.4,4770.4,,1,0,0.0,450,0.0,1.0,1754627,36,Education,0.5356657796348664,0
WVXH71053925906771,2024-01-17 17:04:00,1,4683.36,4683.36,50,108614.44,1809.3,368,1,4683.36,4683.36,,0,0,1.0,153,0.0,0.0,832259,24,Education,0.06322789119949103,0
WVYK27287603208778,2023-06-19 00:00:47,1,4145.65,4145.65,23,86036.94,17688.16,581,1,4145.65,4145.65,,0,0,0.0,425,0.0,0.0,1718462,24,Vehicle,0.16870642383316148,0
WWIQ42495988114578,2023-06-17 23:55:14,1,4654.43,4654.43,50,54199.61,4547.54,582,1,4654.43,4654.43,,0,0,0.0,164,0.0,0.0,1820403,60,Vehicle,0.2853422817004611,0
WWJG19165430895231,2023-06-02 12:39:32,1,256.17,256.17,18,72425.97,2432.67,597,1,256.17,256.17,,0,0,1.0,245,0.0,0.0,226968,24,Education,0.024426456789162474,0
WWLQ92781259833991,2024-01-14 02:39:20,1,2255.98,2255.98,65,146390.63,8006.21,372,1,2255.98,2255.98,,0,0,0.0,472,0.0,0.0,2204214,24,Vehicle,0.12658363632467456,0
WWOF09484131284033,2023-10-12 21:35:34,1,509.5,509.5,61,127632.03,7472.87,465,1,509.5,509.5,,0,0,0.0,3,0.0,0.0,785122,36,Personal,0.05028145583989645,0
WWUA45028143531279,2024-01-24 19:33:29,1,2809.23,2809.23,36,67518.04,9815.71,361,1,2809.23,2809.23,,0,0,0.0,10,0.0,0.0,1326485,24,Vehicle,0.16590285614516034,0
WWUR37490797796120,2023-04-25 15:27:11,1,4855.54,4855.54,48,92866.25,8166.79,635,1,4855.54,4855.54,,0,0,1.0,210,0.0,0.0,556995,48,Home,0.04896502447586155,0
WXBU81063551972634,2024-01-03 07:12:20,1,1629.38,1629.38,49,113644.49,6996.32,383,1,1629.38,1629.38,,0,0,1.0,105,0.0,0.0,2235454,36,Home,0.16611129181765294,0
WXFX53769848282410,2024-11-14 11:18:08,1,680.59,680.59,53,53141.69,18290.93,67,1,680.59,680.59,,0,0,1.0,379,0.0,0.0,2117790,12,Personal,0.3379222506398061,1
WXKT12609203314656,2024-12-07 13:27:25,1,3954.88,3954.88,65,24287.18,15367.66,43,1,3954.88,3954.88,,0,0,0.0,421,0.0,0.0,2122723,36,Vehicle,0.7441532488372042,1
WXLL83645487597997,2023-11-19 04:04:30,1,2971.68,2971.68,18,86897.39,2322.88,428,1,2971.68,2971.68,,1,0,1.0,353,0.0,1.0,1083224,24,Home,0.10866333316771727,0
WXPT88159456069559,2023-02-04 11:11:43,1,3508.06,3508.06,35,137526.33,859.21,716,1,3508.06,3508.06,,1,0,1.0,68,0.0,1.0,615635,48,Business,0.04021461455848035,0
WXQY35571427093191,2024-10-25 07:34:02,1,1796.91,1796.91,57,112144.27,6201.57,87,1,1796.91,1796.91,,0,0,1.0,411,0.0,0.0,577409,36,Vehicle,0.041548099289044425,0
WXSW24241296359752,2024-08-17 09:32:29,1,51.378,51.378,47,110641.48,2224.67,156,1,51.378,51.378,,0,0,1.0,393,0.0,0.0,2230945,48,Personal,0.17033641580731365,0
WYEM37484539862895,2023-12-26 07:49:42,1,62.35,62.35,40,39114.11,15346.41,391,1,62.35,62.35,,0,0,0.0,216,0.0,0.0,1651028,12,Vehicle,0.35922410354075074,1
WYLB64103184173265,2024-09-10 02:55:01,1,4744.37,4744.37,23,113744.15,16314.92,132,1,4744.37,4744.37,,0,0,1.0,138,0.0,0.0,337635,12,Education,0.023009293459449114,0
WYMC69313336345280,2023-08-14 06:22:26,1,2372.57,2372.57,51,29512.72,18972.24,525,1,2372.57,2372.57,,0,0,0.0,441,0.0,0.0,633510,60,Education,0.18148656900999652,0
WYRA23621921581897,2023-07-17 03:26:37,1,2703.06,2703.06,27,141902.3,14223.24,553,1,2703.06,2703.06,,1,0,1.0,25,0.0,1.0,578036,60,Home,0.03676169397799802,0
WYVW48375160614035,2024-05-08 03:57:16,1,3935.66,3935.66,54,64139.42,5583.31,257,1,3935.66,3935.66,,0,0,1.0,63,0.0,0.0,1649417,36,Education,0.21790696926289235,0
WZDR68938395434571,2023-06-09 09:34:57,1,1155.58,1155.58,45,109124.24,14701.24,591,1,1155.58,1155.58,,0,0,0.0,150,0.0,0.0,634668,60,Personal,0.04740741816869865,1
WZDY36817203136955,2024-10-19 13:58:08,1,2182.0,2182.0,49,64820.17,3305.49,92,1,2182.0,2182.0,,1,0,1.0,59,0.0,1.0,2191483,48,Home,0.2915261255352086,1
WZNB15008585491465,2024-09-05 04:27:21,1,2544.15,2544.15,31,74369.98,7974.2,137,1,2544.15,2544.15,,0,0,0.0,140,0.0,0.0,801393,60,Personal,0.08990134432310548,0
WZOF74793198071233,2023-10-20 14:24:22,1,4633.5,4633.5,51,47247.02,7484.86,457,1,4633.5,4633.5,,0,0,1.0,217,0.0,0.0,1743481,48,Personal,0.3137382709263919,0
WZOG76027870332158,2023-04-04 15:13:37,1,218.83,218.83,45,76293.07,1802.48,656,1,218.83,218.83,,1,0,1.0,208,0.0,1.0,875992,60,Education,0.10023570616867042,0
WZOJ36048909859271,2023-09-04 02:57:41,1,2231.66,2231.66,43,124294.62,16277.8,504,1,2231.66,2231.66,,0,0,0.0,99,0.0,0.0,650198,60,Education,0.0423960545691058,0
WZSN58578375681678,2024-01-27 17:27:23,1,2316.24,2316.24,22,144243.61,8660.27,358,1,2316.24,2316.24,,1,0,0.0,338,0.0,1.0,447891,60,Personal,0.02846477356291958,0
WZTH77756919832102,2023-06-05 03:27:18,1,2081.79,2081.79,62,52100.23,14585.47,595,1,2081.79,2081.79,,0,0,1.0,268,0.0,0.0,550201,24,Education,0.08805595286969697,0
WZWY58491658491441,2024-02-29 19:35:30,1,2276.14,2276.14,28,103869.14,15786.14,325,1,2276.14,2276.14,,1,0,0.0,184,0.0,1.0,1091566,24,Education,0.09190053662996056,0
WZXV43260322408077,2024-05-01 03:35:43,1,4826.09,4826.09,36,146240.67,15769.49,264,1,4826.09,4826.09,,1,0,1.0,223,0.0,1.0,1094863,60,Education,0.0660058838308032,1
WZYY96091027647142,2023-04-10 01:10:34,1,4502.71,4502.71,66,141848.19,1529.24,651,1,4502.71,4502.71,,1,0,0.0,421,0.0,1.0,1108644,48,Vehicle,0.06882458836244355,0
XABO34293907737295,2023-07-11 06:01:49,1,130.0,130.0,57,148037.63,2592.62,559,1,130.0,130.0,,1,0,0.0,73,0.0,1.0,937198,36,Personal,0.05610220192540282,0
XAEO97273019969946,2024-05-30 19:14:17,1,3174.32,3174.32,43,77016.48,5446.45,234,1,3174.32,3174.32,,0,0,1.0,311,0.0,0.0,1669282,12,Business,0.18327841655789232,1
XAER65383957164682,2023-03-19 12:10:52,1,1253.77,1253.77,39,36862.1,5623.07,673,1,1253.77,1253.77,,1,0,1.0,244,0.0,1.0,1885295,24,Personal,0.4400511241437158,0
XAGP64941330984552,2024-09-03 23:16:49,1,3287.55,3287.55,24,136224.4,18872.19,138,1,3287.55,3287.55,,1,0,1.0,377,0.0,1.0,1120913,60,Home,0.07236071796490146,0
XAQQ84391349731053,2023-05-11 20:43:31,1,2298.83,2298.83,31,82889.74,15540.06,619,1,2298.83,2298.83,,0,0,1.0,249,0.0,0.0,297667,12,Education,0.02834479706514282,0
XARX31734996321553,2024-04-08 08:12:18,1,3007.7,3007.7,47,125413.72,2625.9,287,1,3007.7,3007.7,,0,0,1.0,169,0.0,0.0,706521,24,Education,0.04584392483128586,1
XAVL91611863855881,2024-10-26 23:04:09,1,696.18,696.18,21,111943.53,13619.69,85,1,696.18,696.18,,0,0,0.0,388,0.0,0.0,937099,36,Business,0.06906167000864806,0
XBEP40675826762590,2024-09-30 18:42:32,1,4901.32,4901.32,36,140888.65,4773.88,111,1,4901.32,4901.32,,0,0,1.0,164,0.0,0.0,1450791,48,Home,0.08580367190243075,0
XBLR46070435175931,2024-01-10 05:37:16,1,2179.79,2179.79,65,147979.72,14295.75,376,1,2179.79,2179.79,,1,0,1.0,354,0.0,1.0,1467231,60,Vehicle,0.08681175433101665,0
XBMG35759979497567,2024-04-23 01:18:44,1,569.72,569.72,55,66025.09,9560.94,272,1,569.72,569.72,,1,0,1.0,241,0.0,1.0,1581181,36,Personal,0.20704372442847807,0
XBMU06561217472672,2023-06-24 14:36:52,1,2892.05,2892.05,39,141661.66,2043.61,575,1,2892.05,2892.05,,0,0,0.0,243,0.0,0.0,457974,24,Vehicle,0.02527553185380427,0
XBUU46311867019878,2024-09-10 12:39:37,1,4087.84,4087.84,22,124324.17,8105.52,131,1,4087.84,4087.84,,0,0,1.0,468,0.0,0.0,183248,60,Home,0.010205349831251384,0
XBVL74450999863245,2025-01-15 22:00:07,1,3620.05,3620.05,52,108663.13,19153.95,4,1,3620.05,3620.05,,1,0,0.0,191,0.0,1.0,1201882,12,Business,0.09253280850221081,0
XCDY55681609640578,2024-08-15 06:41:05,1,3157.01,3157.01,26,127514.04,11184.48,158,1,3157.01,3157.01,,0,0,0.0,418,0.0,0.0,2311878,48,Home,0.15291517260986698,0
XCET98663180583097,2024-07-30 20:35:42,1,1550.31,1550.31,50,93313.98,14957.33,173,1,1550.31,1550.31,,0,0,0.0,84,0.0,0.0,994131,24,Business,0.08885506541190956,0
XCHS59459211857235,2023-10-03 14:42:58,1,1513.22,1513.22,18,89198.45,13500.41,474,1,1513.22,1513.22,,1,0,0.0,365,0.0,1.0,750270,48,Vehicle,0.07392676654601583,0
XCIM68865834834835,2023-04-05 21:33:23,1,4112.97,4112.97,57,108343.23,2205.57,655,1,4112.97,4112.97,,0,0,0.0,134,0.0,0.0,140417,60,Vehicle,0.008680990711006854,0
XCLL34745024053772,2024-06-05 16:12:27,1,320.19,320.19,26,108668.0,7596.47,228,1,320.19,320.19,,1,0,0.0,45,0.0,1.0,478638,36,Home,0.03959852879748593,0
XCMM59373501038006,2023-07-16 07:02:00,1,1565.84,1565.84,69,92817.01,15922.24,554,1,1565.84,1565.84,,1,0,0.0,213,0.0,1.0,1110560,48,Home,0.10437517464770195,0
XCOA36309442386020,2023-03-07 05:12:34,1,1417.78,1417.78,19,32444.41,7629.41,685,1,1417.78,1417.78,,0,0,1.0,478,0.0,0.0,1187888,12,Education,0.31126455488785554,0
XCOB64857968863124,2023-04-23 07:40:46,1,3776.05,3776.05,37,96076.47,8596.35,638,1,3776.05,3776.05,,0,0,1.0,406,0.0,0.0,242458,24,Business,0.019198465456768198,1
XCQE24792247686707,2023-02-11 11:56:48,1,4200.26,4200.26,37,25148.72,5846.83,709,1,4200.26,4200.26,,1,0,1.0,172,0.0,1.0,574608,12,Education,0.19761618212823626,0
XCQU21925967908984,2024-07-21 13:58:05,1,3684.14,3684.14,54,88811.53,678.45,182,1,3684.14,3684.14,,0,0,0.0,178,0.0,0.0,1585963,48,Personal,0.15057772511756382,0
XCUE15946333817984,2024-09-04 16:33:07,1,3927.74,3927.74,49,33835.06,6126.38,137,1,3927.74,3927.74,,1,0,1.0,186,0.0,1.0,1973782,36,Personal,0.5016590512489955,1
XCVH63177626018357,2023-12-07 08:09:40,1,3327.58,3327.58,48,74239.98,17151.97,410,1,3327.58,3327.58,,0,0,1.0,486,0.0,0.0,465105,36,Home,0.05125305850033491,0
XCVL52823016430329,2023-04-18 15:18:55,1,4213.51,4213.51,52,128468.47,19015.43,642,1,4213.51,4213.51,,1,0,1.0,231,0.0,1.0,1458791,12,Vehicle,0.09915077962751043,0
XCZF44029363409412,2023-05-18 03:48:30,1,510.2,510.2,54,126321.56,16157.29,613,1,510.2,510.2,,1,0,1.0,50,0.0,1.0,1353659,60,Personal,0.0936736141963587,0
XDEC35530125343646,2024-02-01 13:23:29,1,1031.72,1031.72,65,26152.27,19437.92,353,1,1031.72,1031.72,,0,0,1.0,244,0.0,0.0,2026850,60,Personal,0.6615812567085451,1
XDFK96679561139353,2023-11-26 18:41:36,1,2960.89,2960.89,31,97885.12,5327.75,420,1,2960.89,2960.89,,0,0,0.0,496,0.0,0.0,2188929,36,Education,0.18917253778838253,0
XDGI03779170379306,2024-10-06 12:50:25,1,1506.0,1506.0,22,54315.8,7862.36,105,1,1506.0,1506.0,,0,0,1.0,5,0.0,0.0,96250,12,Education,0.012759192670422075,0
XDKO52295083860390,2024-02-18 18:31:30,1,4069.62,4069.62,52,132231.13,11057.34,336,1,4069.62,4069.62,,0,0,0.0,28,0.0,0.0,941372,12,Personal,0.05857250654859982,0
XDLI22412503834124,2024-08-16 23:20:57,1,4816.43,4816.43,59,26446.36,16510.23,156,1,4816.43,4816.43,,0,0,1.0,229,0.0,0.0,1400850,12,Home,0.45139788658368774,0
XDNQ67448996151600,2024-05-18 10:30:23,1,2822.1,2822.1,39,90866.03,8940.48,247,1,2822.1,2822.1,,0,0,1.0,115,0.0,0.0,525147,48,Education,0.04709324269835125,1
XDPX74874779359958,2023-09-20 22:08:58,1,3679.7,3679.7,30,145530.33,2034.55,487,1,3679.7,3679.7,,0,0,1.0,485,0.0,0.0,1803282,60,Personal,0.10374203359085783,0
XDRZ86835473745714,2023-09-22 18:54:13,1,2075.28,2075.28,31,81920.24,1496.0,485,1,2075.28,2075.28,,0,0,0.0,476,0.0,0.0,2162368,60,Vehicle,0.22373294500221355,0
XEAT42079374158719,2023-10-13 11:25:59,1,4319.33,4319.33,42,127337.71,6741.54,465,1,4319.33,4319.33,,0,0,0.0,78,0.0,0.0,2493445,48,Education,0.16534691805765975,0
XEGJ21926221320410,2024-05-01 15:06:29,1,384.6,384.6,37,55906.61,6897.91,263,1,384.6,384.6,,0,0,1.0,259,0.0,0.0,926336,24,Personal,0.1395390419296464,0
XEJT75393036199932,2024-09-07 20:08:44,1,1373.52,1373.52,65,39361.53,1366.66,134,1,1373.52,1373.52,,0,0,0.0,247,0.0,0.0,2292433,48,Business,0.49656355274409425,0
XENJ47893785954176,2024-06-07 19:26:07,1,4654.48,4654.48,45,48068.58,16659.96,226,1,4654.48,4654.48,,0,0,1.0,303,0.0,0.0,753803,12,Education,0.1319345607873835,0
XESU77410506859023,2024-06-13 07:11:41,1,963.7,963.7,37,72673.73,11057.5,221,1,963.7,963.7,,1,0,1.0,488,0.0,1.0,1637893,48,Business,0.19495858600179347,1
XETE16298604278571,2023-12-17 05:06:19,1,2380.12,2380.12,31,22170.74,16618.51,400,1,2380.12,2380.12,,0,0,1.0,17,0.0,0.0,1559405,12,Education,0.6001842874790927,1
XEZE02204106496072,2024-10-02 14:23:37,1,4814.05,4814.05,60,52192.56,16137.89,109,1,4814.05,4814.05,,1,0,0.0,486,0.0,1.0,784803,36,Education,0.1306913363934706,0
XFFS06419965840293,2023-02-07 19:51:14,1,3460.09,3460.09,43,144729.39,13443.87,712,1,3460.09,3460.09,,1,0,1.0,77,0.0,1.0,2335221,12,Business,0.14010386657126092,0
XFFY07113503366894,2024-09-04 22:31:27,1,4725.21,4725.21,41,140419.28,5712.87,137,1,4725.21,4725.21,,0,0,0.0,326,0.0,0.0,164456,60,Home,0.007611228441405563,0
XFHM96637861204597,2024-07-13 10:53:27,1,199.99,199.99,35,75147.81,13639.04,191,1,199.99,199.99,,0,0,1.0,479,0.0,0.0,906841,48,Personal,0.10096814925904717,0
XFJF76074146440261,2023-07-25 02:10:23,1,4669.21,4669.21,46,92217.51,1893.04,545,1,4669.21,4669.21,,1,0,0.0,420,0.0,1.0,1468060,12,Home,0.1382565393482272,0
XFNS70727908733381,2023-05-26 00:45:18,1,2327.36,2327.36,37,119893.35,17957.89,605,1,2327.36,2327.36,,0,0,1.0,161,0.0,0.0,83783,24,Home,0.0035640602504756302,0
XFOZ78340793281816,2023-08-17 03:26:17,1,1166.95,1166.95,51,144512.48,3185.57,522,1,1166.95,1166.95,,0,0,1.0,473,0.0,0.0,84152,36,Personal,0.0025659450918629153,0
XFWC25953532412666,2024-09-14 16:43:12,1,1530.83,1530.83,52,109186.42,8760.82,127,1,1530.83,1530.83,,0,0,0.0,367,0.0,0.0,494718,24,Vehicle,0.03639718520533402,0
XFXY13992858142735,2023-04-10 08:59:46,1,2894.88,2894.88,70,138618.36,2087.4,651,1,2894.88,2894.88,,0,0,1.0,304,0.0,0.0,1651956,24,Home,0.09968244346249085,0
XFZP92904699811721,2023-08-29 13:56:55,1,4120.1,4120.1,36,124762.45,17983.13,509,1,4120.1,4120.1,,0,0,0.0,391,0.0,0.0,198725,24,Home,0.011223843918090424,0
XGCT52646744563225,2024-12-01 13:05:44,1,677.51,677.51,21,148557.53,8980.34,49,1,677.51,677.51,,0,0,0.0,321,0.0,0.0,541215,36,Home,0.026839029073155954,0
XGEM47414124043968,2024-05-04 19:42:00,1,4765.32,4765.32,66,41893.1,7445.3,260,1,4765.32,4765.32,,1,0,1.0,455,0.0,1.0,1853500,36,Vehicle,0.3809269739553773,0
XGGS17232882392754,2023-07-24 10:07:08,1,3776.76,3776.76,49,138729.59,14609.99,546,1,3776.76,3776.76,,0,0,1.0,492,0.0,0.0,2318693,36,Education,0.1407778667747127,1
XGIM86207539191938,2024-06-03 22:18:48,1,2972.18,2972.18,31,21273.8512,17744.45,230,1,2972.18,2972.18,,0,0,0.0,111,0.0,0.0,958017,36,Business,0.3833944023175559,0
XGMQ12541452878475,2024-02-12 13:08:36,1,2946.81,2946.81,46,51018.72,17084.47,342,1,2946.81,2946.81,,0,0,0.0,94,0.0,0.0,371898,24,Business,0.060030872866859646,0
XGTL41491611128425,2024-03-11 15:56:54,1,2792.31,2792.31,29,134864.72,14976.77,314,1,2792.31,2792.31,,1,0,1.0,484,0.0,1.0,735338,60,Vehicle,0.04857618295048553,0
XGUA38856811939781,2023-10-27 01:36:05,1,913.29,913.29,66,122676.4,9939.46,451,1,913.29,913.29,,1,0,0.0,100,0.0,1.0,2190321,60,Home,0.15483505208812753,0
XGXD74271832240239,2024-05-27 10:06:20,1,4708.33,4708.33,31,97641.48,18345.4,238,1,4708.33,4708.33,,0,0,1.0,233,0.0,0.0,104745,36,Business,0.00676788974319269,0
XHDL38348995312008,2024-05-14 21:51:16,1,2871.69,2871.69,53,36201.15,14130.17,250,1,2871.69,2871.69,,1,0,1.0,228,0.0,1.0,1733032,48,Vehicle,0.41201534999289885,0
XHEJ36792415712763,2023-12-05 23:18:52,1,4958.134399999999,4958.134399999999,19,128048.5,404.7,411,1,4958.134399999999,4958.134399999999,,0,0,1.0,287,0.0,0.0,688273,12,Personal,0.0436297746073052,0
XHGC34241471897621,2023-10-04 00:42:01,1,1145.88,1145.88,22,79418.08,13231.93,474,1,1145.88,1145.88,,0,0,0.0,443,0.0,0.0,1088347,48,Business,0.1149902169862805,0
XHHU23814331616697,2024-11-08 13:39:52,1,301.49,301.49,59,82706.22,2703.69,72,1,301.49,301.49,,1,0,1.0,256,0.0,1.0,1810328,48,Personal,0.18854190121923586,0
XHIK01541776578661,2023-12-17 15:45:16,1,3489.64,3489.64,32,130955.27,3362.78,399,1,3489.64,3489.64,,0,0,0.0,206,0.0,0.0,2168219,48,Home,0.13943422850338738,0
XHKG13184560599342,2023-09-14 02:21:28,1,722.17,722.17,55,133015.41,6341.47,494,1,722.17,722.17,,1,0,1.0,363,0.0,1.0,2198185,60,Business,0.14345130443159984,1
XHLF79187506776106,2023-02-23 23:13:59,1,4919.3,4919.3,36,125623.66,7333.42,696,1,4919.3,4919.3,,0,0,1.0,159,0.0,0.0,95256,12,Vehicle,0.004073439060298956,0
XHME21173277264883,2024-05-30 16:04:50,1,2693.17,2693.17,60,47931.45,14173.2,234,1,2693.17,2693.17,,0,0,1.0,430,0.0,0.0,2386607,48,Education,0.42418248844037026,0
XHMY26890472386410,2024-01-18 09:11:31,1,3500.17,3500.17,44,48751.03,6595.03,368,1,3500.17,3500.17,,0,0,1.0,279,0.0,0.0,552264,36,Business,0.09463431699598782,0
XHOS84409712316600,2024-11-13 05:58:34,1,1075.11,1075.11,33,108934.91,4077.43,68,1,1075.11,1075.11,,1,0,1.0,203,0.0,1.0,989695,60,Business,0.07865402907882872,0
XHRJ53198074682354,2024-10-08 06:37:38,1,1223.7,1223.7,63,139356.14,11134.0,104,1,1223.7,1223.7,,0,0,0.0,456,0.0,0.0,2233955,36,Business,0.13492419393505847,0
XHSF11436785873346,2024-11-13 10:18:45,1,1003.51,1003.51,62,143086.19,14358.44,68,1,1003.51,1003.51,,1,0,1.0,316,0.0,1.0,1302390,36,Business,0.0787993421882565,0
XHSI88340390607718,2023-04-16 04:11:33,1,4240.49,4240.49,68,41605.43,311.13,645,1,4240.49,4240.49,,0,0,1.0,400,0.0,0.0,2265995,48,Vehicle,0.4642080924862724,1
XHSK94357845907312,2024-02-21 18:48:08,1,3335.44,3335.44,60,73789.81,16076.32,333,1,3335.44,3335.44,,1,0,1.0,461,0.0,1.0,529809,36,Vehicle,0.06337732008825857,0
XHWD25497075149767,2023-08-21 22:24:44,1,1159.69,1159.69,64,110376.34,13779.7,517,1,1159.69,1159.69,,0,0,0.0,415,0.0,0.0,1311179,12,Education,0.09935557527822832,0
XHYX45923258024557,2024-12-25 23:37:51,1,127.69,127.69,45,26467.82,13181.2,25,1,127.69,127.69,,0,0,0.0,96,0.0,0.0,1817413,36,Vehicle,0.5827768393745048,1
XIAY26101585263231,2024-05-25 16:41:21,1,1967.52,1967.52,53,92294.79,15298.95,239,1,1967.52,1967.52,,0,0,1.0,329,0.0,0.0,194282,48,Vehicle,0.015612151500986023,0
XICF70493862044851,2023-06-27 16:09:52,1,1119.94,1119.94,60,108801.45,16057.64,572,1,1119.94,1119.94,,1,0,1.0,495,0.0,1.0,2021277,36,Home,0.16103119907115582,0
XICU32459123141421,2024-01-12 06:19:35,1,585.76,585.76,59,143111.77,14898.75,374,1,585.76,585.76,,0,0,0.0,204,0.0,0.0,1867793,60,Home,0.10939835796470031,0
XIEY66331614082310,2023-05-22 05:02:55,1,1495.32,1495.32,47,49952.49,11248.7,609,1,1495.32,1495.32,,0,0,0.0,314,0.0,0.0,1402206,60,Personal,0.2380802423424305,1
XIGI64582954637333,2023-04-06 08:42:17,1,4958.134399999999,4958.134399999999,58,70249.17,10017.55,655,1,4958.134399999999,4958.134399999999,,0,0,0.0,434,0.0,0.0,994740,60,Education,0.11889819748759306,0
XIKG88322197402823,2024-05-08 13:26:25,1,4581.23,4581.23,31,103370.61,19465.79,256,1,4581.23,4581.23,,1,0,1.0,79,0.0,1.0,1952716,24,Home,0.16371089353677315,0
